SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
AFL,EQ,76,76.25,74.5,75,74.6,76.15,14939,1124273.55,28-FEB-2015,89,INE020G01017,
AFTEK,BE,6.1,6.1,5.75,5.85,5.8,5.85,16995,99267,28-FEB-2015,34,INE796A01023,
AGARIND,EQ,129.9,129.9,124.8,125,125.25,124.6,12203,1527812.2,28-FEB-2015,176,INE204E01012,
AGCNET,EQ,102.05,106.85,98,100.2,101.05,103.7,2772,279705.05,28-FEB-2015,207,INE676A01019,
AGRITECH,EQ,6.55,6.55,6.55,6.55,6.55,6.55,380,2489,28-FEB-2015,3,INE449G01018,
AGRODUTCH,EQ,3.85,3.9,3.7,3.75,3.75,3.85,3315,12522.75,28-FEB-2015,10,INE135B01014,
AHLEAST,EQ,177.25,177.25,170.05,174.45,172,171.75,105,17969.95,28-FEB-2015,8,INE926K01017,
AHLUCONT,EQ,244,245.8,234.5,239.05,242,241.2,89317,21460385.5,28-FEB-2015,2545,INE758C01029,
AHLWEST,EQ,125,128,125,126.4,128,125,1141,142932,28-FEB-2015,14,INE915K01010,
AHMEDFORGE,EQ,278.65,283.5,267.7,272.55,273,276.5,93909,26003736.4,28-FEB-2015,2329,INE425A01011,
AIAENG,EQ,1162,1170,1105,1134.8,1130,1149.7,35029,39743319.45,28-FEB-2015,3457,INE212H01026,
AICHAMP,BE,15.5,15.5,15.5,15.5,15.5,16.3,2,31,28-FEB-2015,1,INE768E01024,
AIL,EQ,672,688,662,680.55,680,669.75,35525,24127479.4,28-FEB-2015,2491,INE878A01011,
AJANTPHARM,EQ,2730,2829.8,2730,2801.65,2800,2726.15,36110,100675098.9,28-FEB-2015,3680,INE031B01031,
AJMERA,EQ,122.4,128.8,115.2,118.3,117.3,123.7,104128,12595915.95,28-FEB-2015,2103,INE298G01027,
AKSHOPTFBR,EQ,16.15,16.9,15.9,16.2,16.15,16.05,2149211,35315767.55,28-FEB-2015,3992,INE523B01011,
AKZOINDIA,EQ,1485.05,1490,1470,1473.05,1470,1481.9,3315,4896524.3,28-FEB-2015,361,INE133A01011,
ALBK,EQ,110.5,111.3,106.5,109.15,109.4,109.4,2735821,299169073.5,28-FEB-2015,19226,INE428A01015,
ALCHEM,EQ,33,33.5,32.05,32.25,32.25,32.55,3919,127597.2,28-FEB-2015,56,INE964B01033,
ALEMBICLTD,EQ,39.3,39.6,37,38.55,38.9,38.95,309487,11955550.85,28-FEB-2015,1580,INE426A01027,
ALICON,EQ,286.15,293.15,282.75,288.95,287.05,286.2,8197,2361215.4,28-FEB-2015,269,INE062D01024,
ALKALI,EQ,39.55,40,37.55,37.95,38,39.35,4367,167936.8,28-FEB-2015,135,INE773I01017,
ALKYLAMINE,EQ,330.05,330.05,315,315.3,315,328.45,16193,5114412.65,28-FEB-2015,46,INE150B01021,
ALLCARGO,EQ,342.9,347.4,331.1,338.75,338.35,340.4,69415,23583283.4,28-FEB-2015,1979,INE418H01029,
ALLSEC,EQ,24.4,24.8,24.2,24.25,24.25,24.9,174,4222.3,28-FEB-2015,7,INE835G01018,
ALMONDZ,EQ,11.5,12,11.2,11.35,11.2,11.75,60577,684425.4,28-FEB-2015,95,INE326B01027,
ALOKTEXT,EQ,9.05,9.15,8.85,8.9,8.95,8.95,5864916,52701061.85,28-FEB-2015,3679,INE270A01011,
ALPA,BE,13.25,13.25,13.25,13.25,13.25,13,1998,26473.5,28-FEB-2015,7,INE385I01010,
ALPHAGEO,EQ,502,505.95,485.05,500.75,502.95,495.2,7668,3801249.1,28-FEB-2015,524,INE137C01018,
ALSTOMT&D,EQ,512.95,530,508,524.45,524.5,509.95,276370,143350740.6,28-FEB-2015,4080,INE200A01026,
AMARAJABAT,EQ,890,892.8,872.2,879.2,880,887.2,39352,34776165.8,28-FEB-2015,1938,INE885A01032,
AMBIKCO,EQ,541,542,518,535.05,531.6,535.55,2547,1344712.4,28-FEB-2015,167,INE540G01014,
AMBUJACEM,EQ,272.6,273,264.6,272.1,272.25,269.45,1000736,269534372.9,28-FEB-2015,9787,INE079A01024,
AMDIND,EQ,21.25,22.2,21.25,22,22,21.15,2217,47561.7,28-FEB-2015,15,INE005I01014,
AMRUTANJAN,EQ,460.65,460.7,445,448.4,446.05,452.3,35464,16101251.45,28-FEB-2015,1096,INE098F01023,
AMTEKAUTO,EQ,157,157.4,151,153.8,154,155.7,707230,109063343.2,28-FEB-2015,7041,INE130C01021,
AMTEKINDIA,EQ,62.25,62.9,60,60.95,61,61.45,244807,15018910.15,28-FEB-2015,1628,INE068D01021,
AMTL,EQ,16.85,16.85,16.05,16.75,16.75,16.55,2237,36824.25,28-FEB-2015,11,INE436N01029,
ANANTRAJ,EQ,49.4,49.6,45.3,46.3,46,47.9,2703128,127600898.4,28-FEB-2015,10943,INE242C01024,
ANDHRABANK,EQ,86.1,86.5,83.6,85.45,85.3,85.25,2604595,222263460.35,28-FEB-2015,13659,INE434A01013,
ANDHRACEMT,EQ,9.95,10.5,9.7,9.8,9.7,9.8,40690,404574.2,28-FEB-2015,170,INE666E01012,
ANDHRSUGAR,EQ,107.55,110.5,107.3,107.8,107.3,107.75,5026,548828.35,28-FEB-2015,108,INE715B01013,
ANGIND,EQ,37,39,35.3,37.8,37.5,37.35,7147,265174.6,28-FEB-2015,81,INE017D01010,
ANIKINDS,BE,25.15,27,25.05,25.95,25.95,25.75,1404,35471.25,28-FEB-2015,8,INE087B01017,
ANKITMETAL,EQ,4,4.4,3.8,3.9,3.85,3.95,24495,99951.25,28-FEB-2015,108,INE106I01010,
ANSALAPI,EQ,29.6,30.7,28.1,28.45,28.4,29.6,343564,10181229.15,28-FEB-2015,1531,INE436A01026,
ANSALHSG,EQ,32,33.5,30.7,31,30.8,31.75,93783,3013191.85,28-FEB-2015,643,INE880B01015,
ANTGRAPHIC,BE,0.15,0.15,0.15,0.15,0.15,0.15,5000,750,28-FEB-2015,2,INE414B01021,
APARINDS,EQ,356,367.95,354.2,360.65,356,360.2,37865,13739247.75,28-FEB-2015,1356,INE372A01015,
APCOTEXIND,EQ,437,437,417.1,425.15,425,428.4,7691,3251649.9,28-FEB-2015,318,INE116A01024,
APLAPOLLO,EQ,344.5,355,331.1,354.35,355,344.95,2837,982502.75,28-FEB-2015,127,INE702C01019,
APLLTD,EQ,412.35,416.4,401.15,404.35,405,410.75,72370,29443321.45,28-FEB-2015,1972,INE901L01018,
APOLLOHOSP,EQ,1305.25,1321,1294,1314.2,1318.75,1302.15,57980,75757217.75,28-FEB-2015,3543,INE437A01024,
APOLLOTYRE,EQ,181,181.7,172.6,175,175.4,179.9,2218733,392227108.65,28-FEB-2015,17780,INE438A01022,
APOLSINHOT,BE,215.65,215.65,205.4,214.7,214.7,205.4,570,120397.35,28-FEB-2015,29,INE451F01016,
APTECHT,EQ,69,71,67.2,67.55,67.6,69.05,363415,25142796.9,28-FEB-2015,2988,INE266F01018,
ARCHIDPLY,EQ,35,36,33,33.9,33.5,34.95,33261,1128661.7,28-FEB-2015,413,INE877I01016,
ARCHIES,EQ,22.8,22.95,22.15,22.25,22.15,22.7,57724,1299966.55,28-FEB-2015,432,INE731A01020,
ARCOTECH,EQ,344.5,345,343.5,344.25,343.9,344.7,45386,15623471.4,28-FEB-2015,549,INE574I01027,
ARIES,EQ,130.75,133.75,125.25,127.55,128.05,129.95,82837,10800065.55,28-FEB-2015,1528,INE298I01015,
ARIHANT,EQ,57,57,56.6,56.6,56.6,59.8,52,2943.6,28-FEB-2015,4,INE413D01011,
AROGRANITE,EQ,63.75,64.9,62,63.2,64.1,63.1,2079,131121.3,28-FEB-2015,32,INE210C01013,
ARROWTEX,EQ,36,37.75,32.65,34.4,34.25,35.75,119529,4182894.1,28-FEB-2015,1124,INE933J01015,
ARSHIYA,EQ,28.85,29.45,26.65,26.95,27.2,28.05,158908,4469833.15,28-FEB-2015,707,INE968D01022,
ARSSINFRA,EQ,49.45,51.1,46.15,46.75,46.5,48.05,547735,26798009.45,28-FEB-2015,4433,INE267I01010,
ARVIND,EQ,309.5,312.45,299.1,306.55,307.4,306.75,1440217,443036340.55,28-FEB-2015,16674,INE034A01011,
ARVINDREM,EQ,18.5,18.5,16.15,16.3,16.3,18.4,3227384,54143009.45,28-FEB-2015,9325,INE211C01037,
ASAHIINDIA,EQ,134.2,139.85,133.95,137.2,137.5,134.75,60128,8235296.75,28-FEB-2015,746,INE439A01020,
ASAHISONG,EQ,116,117,112.5,115.85,116,111.6,7320,843669.2,28-FEB-2015,75,INE228I01012,
ASAL,EQ,48.15,48.15,47,47.05,47,47.85,669,32102.85,28-FEB-2015,5,INE900C01027,
ASHAPURMIN,EQ,61.85,61.85,59.8,60.75,60.9,60.9,279368,16910974.55,28-FEB-2015,1532,INE348A01023,
ASHIANA,EQ,304.7,315,272,285.8,288.05,301,170466,50288718.05,28-FEB-2015,4706,INE365D01021,
ASHIMASYN,EQ,10,10.25,9.15,9.45,9.45,10,8882,88453.65,28-FEB-2015,39,INE440A01010,
ASHOKA,EQ,156.5,170,151.2,164.75,166,157,948182,152945610.55,28-FEB-2015,9209,INE442H01029,
ASHOKLEY,EQ,67.45,71,65,69.85,70.9,66.9,24866213,1691583723.7,28-FEB-2015,52930,INE208A01029,
ASIANHOTNR,EQ,108.7,114.95,108.7,110,110.15,111.5,2044,229008.6,28-FEB-2015,33,INE363A01022,
ASIANPAINT,EQ,812.8,821.9,801.05,818.6,819.25,807.15,858985,697417482.95,28-FEB-2015,18821,INE021A01026,
ASIANTILES,EQ,117.95,119.75,112.15,115.8,116,115.6,82466,9667582.45,28-FEB-2015,1146,INE022I01019,
ASSAMCO,EQ,5.1,5.1,4.8,4.85,4.85,5.05,524437,2551591.4,28-FEB-2015,408,INE442A01024,
ASTEC,EQ,114.85,115.7,108.75,113.5,114.8,114.2,139133,15682163.6,28-FEB-2015,2299,INE563J01010,
ASTRAL,EQ,440,450.95,435.65,449.85,450,445.2,44528,19802031.55,28-FEB-2015,925,INE006I01046,
ASTRAMICRO,EQ,157.55,162.75,145.1,149.05,149,155.75,2196235,337369324.55,28-FEB-2015,21236,INE386C01029,
ASTRAZEN,EQ,815.7,828,810.1,821.05,820.1,812.4,2125,1744658.1,28-FEB-2015,232,INE203A01020,
ATFL,EQ,663.95,671.4,657.85,669,669.8,661.5,7250,4837524.75,28-FEB-2015,786,INE209A01019,
ATLANTA,EQ,77.15,78.4,74.8,75.7,75.7,76.8,168085,12915477.3,28-FEB-2015,2469,INE285H01022,
ATLASCYCLE,EQ,247.7,253.95,238.05,241.45,242,243.45,86381,21330637.25,28-FEB-2015,2912,INE446A01017,
ATNINTER,EQ,0.3,0.3,0.3,0.3,0.3,0.3,500,150,28-FEB-2015,1,INE803A01027,
ATUL,EQ,1300,1305.8,1280.95,1286.15,1280.95,1302,2340,3025392.25,28-FEB-2015,334,INE100A01010,
ATULAUTO,EQ,578.65,578.65,561.9,568.6,571.4,562.5,56082,31969576,28-FEB-2015,1984,INE951D01028,
AURIONPRO,EQ,251.45,251.45,236,239.55,239,248.55,35625,8618907.3,28-FEB-2015,1032,INE132H01018,
AUROPHARMA,EQ,1035,1088.1,1015,1083.45,1083,1033.15,1088127,1143878839.75,28-FEB-2015,29455,INE406A01037,
AUSOMENT,EQ,22.6,23.65,22.6,23.65,23.65,23.75,1658,37640.85,28-FEB-2015,15,INE218C01016,
AUSTRAL,EQ,0.75,0.75,0.7,0.75,0.75,0.75,113036,80816.85,28-FEB-2015,48,INE455J01027,
AUTOAXLES,EQ,773,776,741,748.5,748.45,767.15,2258,1704357.25,28-FEB-2015,531,INE449A01011,
AUTOIND,EQ,70,71.7,66,66.75,66.9,69.25,47272,3220318,28-FEB-2015,1038,INE718H01014,
AUTOLITIND,EQ,33,33.9,30,33,32,33.8,22370,713613.9,28-FEB-2015,112,INE448A01013,
AVTNPL,EQ,33.4,33.4,31.65,32.05,32,32.25,25257,820664.05,28-FEB-2015,225,INE488D01021,
AXISBANK,EQ,574,618.9,562.8,612.6,618.1,567.15,16352608,9690186988.9,28-FEB-2015,213125,INE238A01034,
AXISCADES,EQ,261,263,244.55,253.7,252.3,258.15,150007,38296911.05,28-FEB-2015,3613,INE555B01013,
AXISGOLD,EQ,2478.05,2508.75,2475.6,2488.05,2485,2509.4,59,146808.55,28-FEB-2015,34,INF846K01347,
BAFNAPHARM,EQ,27.35,27.35,24.55,25.05,25.75,25.65,19925,508744.4,28-FEB-2015,262,INE878I01014,
BAGFILMS,EQ,3.65,3.75,3.5,3.6,3.65,3.75,70199,255486.8,28-FEB-2015,132,INE116D01028,
BAJAJ-AUTO,EQ,2161,2175.35,2121.9,2153.45,2165.15,2150.5,162188,348586114.2,28-FEB-2015,8732,INE917I01010,
BAJAJCORP,EQ,449.6,455,440,451.05,451,445.15,99683,44807329.7,28-FEB-2015,3669,INE933K01021,
BAJAJELEC,EQ,221.7,225.9,211.8,215.2,217.5,219.3,258319,56579710.4,28-FEB-2015,4638,INE193E01025,
BAJAJFINSV,EQ,1428.15,1459.9,1400.35,1407.4,1405.45,1422.15,67805,96317466.25,28-FEB-2015,5177,INE918I01018,
BAJAJHIND,EQ,18.5,18.6,17.7,17.8,17.75,18.35,1334329,24187427.75,28-FEB-2015,2384,INE306A01021,
BAJAJHLDNG,EQ,1395,1420,1390,1399.6,1420,1390.7,9155,12781238.9,28-FEB-2015,560,INE118A01012,
BAJFINANCE,EQ,4133,4467,4101,4384.95,4375,4107.1,54319,233533928.25,28-FEB-2015,5908,INE296A01016,
BALAJITELE,EQ,64.7,65.95,63.65,65.1,65.45,64.9,76437,4942890.85,28-FEB-2015,630,INE794B01026,
BALAMINES,EQ,79.95,80,77.35,78.2,78.15,77.65,7566,596180.4,28-FEB-2015,183,INE050E01027,
BALKRISIND,EQ,623.7,623.7,596.2,599.4,597.5,601.7,37642,22781170.45,28-FEB-2015,2189,INE787D01026,
BALLARPUR,EQ,14.75,14.9,14.4,14.55,14.55,14.55,542954,7962013.35,28-FEB-2015,1002,INE294A01037,
BALMLAWRIE,EQ,582,598.9,572.2,581.65,582,576.1,28948,16870464.35,28-FEB-2015,1404,INE164A01016,
BALPHARMA,EQ,58.45,59.75,56.35,57.05,56.35,56.5,8630,495737.35,28-FEB-2015,173,INE083D01012,
BALRAMCHIN,EQ,60.6,61.35,57.75,58.45,58,60.6,378076,22617428.9,28-FEB-2015,1793,INE119A01028,
BANARISUG,EQ,1135,1179,1135,1167,1167,1170.7,35,40600,28-FEB-2015,12,INE459A01010,
BANCOINDIA,EQ,128.3,131.9,124.5,125.55,126.4,127.95,16387,2085105.7,28-FEB-2015,407,INE213C01025,
BANG,EQ,9.05,9.25,9.05,9.25,9.25,9.25,20,183,28-FEB-2015,2,INE863I01016,
BANKBARODA,EQ,185,191.5,176.2,185.2,185.2,181,11845497,2199545184,28-FEB-2015,89677,INE028A01039,
BANKBEES,EQ,1931,1983.95,1910,1976.08,1970,1913.52,8005,15505931.13,28-FEB-2015,652,INF732E01078,
BANKINDIA,EQ,237.9,241.25,228,234.3,234.75,235.6,3920144,923867874.6,28-FEB-2015,37654,INE084A01016,
BANSWRAS,EQ,70,72.5,65.6,72.3,72.5,71.9,1377,94099.15,28-FEB-2015,40,INE629D01012,
BARTRONICS,EQ,13.3,13.7,12.8,13,13,13.15,108561,1443535.4,28-FEB-2015,660,INE855F01034,
BASF,EQ,1152,1170,1120,1138.65,1145,1148.05,7537,8645477.7,28-FEB-2015,1311,INE373A01013,
BASML,EQ,170,182.9,170,181.9,182.9,170,17079,3050457.2,28-FEB-2015,214,INE186H01014,
BATAINDIA,EQ,1230.5,1295,1222.2,1282.35,1286,1225.15,467675,593549207.5,28-FEB-2015,18147,INE176A01010,
BAYERCROP,EQ,3505,3505,3400.05,3414.5,3414,3444.4,8050,27625061,28-FEB-2015,697,INE462A01022,
BBL,EQ,698.7,698.7,655,668.55,670.9,685.85,7202,4915550.25,28-FEB-2015,672,INE464A01028,
BBTC,EQ,429,433.65,418,427.15,429,422.8,94925,40537030.35,28-FEB-2015,2485,INE050A01025,
BEDMUTHA,EQ,17.4,17.85,16.6,16.95,16.95,16.65,4340,73537.4,28-FEB-2015,32,INE844K01012,
BEL,EQ,3837,3890.6,3622,3731.65,3732,3768.15,531673,2013809858.75,28-FEB-2015,39567,INE263A01016,
BEML,EQ,987.5,996,958,976,975,979.85,553661,543443264.05,28-FEB-2015,16341,INE258A01016,
BEPL,EQ,21.5,21.5,17.8,17.8,17.8,18.1,4741,89188.5,28-FEB-2015,12,INE922A01025,
BERGEPAINT,EQ,227.7,228,220.2,223.95,224.5,226.15,295708,66329228.3,28-FEB-2015,5253,INE463A01038,
BFINVEST,EQ,178,181.9,171.8,173.45,173.1,179.55,114392,19996884.7,28-FEB-2015,1933,INE878K01010,
BFUTILITIE,EQ,622.5,624.05,591.1,609.85,610,618.9,264825,161963551.85,28-FEB-2015,7786,INE243D01012,
BGLOBAL,BE,3.35,3.35,3.3,3.35,3.35,3.2,3115,10280.25,28-FEB-2015,6,INE224M01013,
BGRENERGY,EQ,145.45,146.85,138.2,141.55,141.5,143.45,254459,36428839.7,28-FEB-2015,3802,INE661I01014,
BHAGYNAGAR,EQ,17.35,17.7,17.1,17.55,17.5,17.6,7371,127288.5,28-FEB-2015,24,INE458B01028,
BHARATFORG,EQ,1261.5,1277.6,1209.25,1254.35,1253,1249,941961,1181662400.55,28-FEB-2015,30129,INE465A01025,
BHARATGEAR,EQ,71.25,75,71.25,73.3,73.2,72.6,9234,675366.85,28-FEB-2015,191,INE561C01019,
BHARATRAS,EQ,930.05,1045.75,930.05,947.95,974.9,975.1,2285,2212588,28-FEB-2015,330,INE838B01013,
BHARTIARTL,EQ,356.35,360.85,352.1,356.25,355.6,355.2,1530831,545632010.05,28-FEB-2015,42897,INE397D01024,
BHEL,EQ,275,279.5,252,262.15,262.7,270.9,6969310,1863027497.8,28-FEB-2015,76937,INE257A01026,
BHUSANSTL,EQ,89.9,92.05,87.2,87.6,87.65,87.2,431000,38667543.95,28-FEB-2015,4448,INE824B01021,
BIL,EQ,416.75,416.8,405,409.8,410,405.45,18640,7639710.35,28-FEB-2015,288,INE828A01016,
BILENERGY,EQ,1.15,1.2,1.05,1.1,1.2,1.2,65690,72492,28-FEB-2015,33,INE607L01029,
BILPOWER,EQ,1.9,2,1.9,1.9,1.9,1.9,2822,5461.8,28-FEB-2015,5,INE952D01018,
BINANIIND,EQ,105.1,108,100.55,102.45,103.05,104.25,38541,3973086,28-FEB-2015,752,INE071A01013,
BINDALAGRO,EQ,25.3,25.7,24.4,24.7,24.85,25.15,68967,1725171.1,28-FEB-2015,356,INE143A01010,
BIOCON,EQ,424.05,428.6,420.25,426.95,427.8,422.4,354345,150633919.2,28-FEB-2015,8174,INE376G01013,
BIRLACORPN,EQ,444,444,418.35,430.3,433,432.75,25320,10733582.6,28-FEB-2015,462,INE340A01012,
BIRLACOT,EQ,0.05,0.1,0.05,0.1,0.1,0.05,1018891,89645.75,28-FEB-2015,140,INE655I01024,
BIRLAERIC,BE,59,61.65,59,60.9,61,59.25,20012,1222924.35,28-FEB-2015,81,INE800A01015,
BIRLAMONEY,EQ,27.7,29,27,27.6,27.5,27.85,15290,421689.6,28-FEB-2015,138,INE865C01022,
BLBLIMITED,EQ,4.1,4.1,4.05,4.05,4.05,4.4,1000,4077.5,28-FEB-2015,3,INE791A01024,
BLISSGVS,EQ,107.1,113,106,106.7,107.5,106.2,76322,8284155.95,28-FEB-2015,848,INE416D01022,
BLKASHYAP,EQ,15.3,16.8,15.05,15.55,15.35,15.45,142164,2263248.15,28-FEB-2015,708,INE350H01032,
BLUECHIP,EQ,0.25,0.3,0.25,0.3,0.3,0.3,4858,1263.25,28-FEB-2015,3,INE657B01025,
BLUECOAST,EQ,96.35,96.35,96.35,96.35,96.35,91.8,1430,137780.5,28-FEB-2015,11,INE472B01011,
BLUEDART,EQ,7052,7180.05,6966.6,7120.4,7117,7116.35,2268,16094275.2,28-FEB-2015,769,INE233B01017,
BLUEDART,N1,10,10,10,10,10,9.9,336,3360,28-FEB-2015,2,INE233B08087,
BLUEDART,N2,10,10,10,10,10,9.91,192,1920,28-FEB-2015,2,INE233B08095,
BLUEDART,N3,10.1,10.1,10.1,10.1,10.1,10.1,144,1454.4,28-FEB-2015,2,INE233B08103,
BLUESTARCO,EQ,324.8,324.9,314,316.25,314,320.2,9516,3018106.2,28-FEB-2015,403,INE472A01039,
BLUESTINFO,EQ,218.8,218.8,212.65,213.65,216,213.2,2374,510968.5,28-FEB-2015,93,INE504B01011,
BODALCHEM,EQ,39.9,40,38.35,38.65,38.8,39.75,45800,1794364.75,28-FEB-2015,416,INE338D01028,
BOMDYEING,EQ,75.2,75.9,71.7,72.6,72.55,74.45,872612,64280284.7,28-FEB-2015,5457,INE032A01023,
BOSCHLTD,EQ,25689,26115,25600,25885.9,25800,26589.3,42478,1098133505.4,28-FEB-2015,11868,INE323A01026,
BPCL,EQ,748.5,751.15,727,746.2,744.3,744.25,1239757,921851131.4,28-FEB-2015,20563,INE029A01011,
BPL,EQ,37.4,38.35,34,35.2,35.2,36.6,389575,14196923.4,28-FEB-2015,2557,INE110A01019,
BRANDHOUSE,EQ,1.4,1.55,1.35,1.5,1.35,1.3,149897,222253.2,28-FEB-2015,76,INE317J01011,
BRFL,EQ,140.05,144.85,135.4,141.95,142.9,140.7,12453,1758636.05,28-FEB-2015,668,INE589G01011,
BRIGADE,EQ,161.65,165.05,155,156.4,157,160.4,267912,43243268.45,28-FEB-2015,6213,INE791I01019,
BRITANNIA,EQ,2090,2102,2054.15,2095.4,2095,2083.45,49228,102679013.3,28-FEB-2015,2437,INE216A01022,
BROADCAST,EQ,3,3,3,3,3,3.3,400,1200,28-FEB-2015,1,INE698H01018,
BROOKS,EQ,38.5,38.5,36.05,36.95,36.55,37.7,21936,811351.5,28-FEB-2015,250,INE650L01011,
BSELINFRA,EQ,2.65,2.95,2.65,2.75,2.75,2.75,94168,267413.45,28-FEB-2015,90,INE395A01016,
BSL,EQ,36.55,37.5,35.9,36.25,36.2,36.2,4882,179330.65,28-FEB-2015,22,INE594B01012,
BSLGOLDETF,EQ,2598,2598,2502.5,2510,2510,2559.95,8,20200.7,28-FEB-2015,6,INF209K01HT2,
BSLIMITED,EQ,25.95,27.5,24.5,26.15,26.5,25.4,444022,11606832.35,28-FEB-2015,981,INE043K01029,
BSLNIFTY,EQ,102,102,102,102,102,102,56,5712,28-FEB-2015,3,INF209K01IR4,
BURNPUR,EQ,9.7,10,9.6,9.9,9.85,9.65,148502,1461939.8,28-FEB-2015,336,INE817H01014,
BUTTERFLY,EQ,216.9,216.9,211,214.85,216.7,215.15,1778,380450.5,28-FEB-2015,65,INE295F01017,
BVCL,EQ,14.5,15.8,14.5,15.7,15.7,15,11556,180335.3,28-FEB-2015,46,INE139I01011,
CADILAHC,EQ,1532.85,1557.95,1530.1,1546.5,1548.5,1532.85,21695,33417871.15,28-FEB-2015,1205,INE010B01019,
CAIRN,EQ,253,255.3,250.6,254.8,254.05,250.5,1031400,261485252.15,28-FEB-2015,11083,INE910H01017,
CAMLINFINE,EQ,90,91.35,88.35,90.4,90.1,90.5,23332,2101689.85,28-FEB-2015,307,INE052I01032,
CANBK,EQ,412,420,403.2,415.5,416.5,408.05,2726880,1128799504.45,28-FEB-2015,37356,INE476A01014,
CANDC,EQ,26.25,28,25.1,25.5,25.5,25.5,9577,248504.7,28-FEB-2015,89,INE874H01015,
CANFINHOME,EQ,633.95,650,603,614.6,608.8,625.85,81752,51416160.6,28-FEB-2015,3538,INE477A01012,
CANTABIL,EQ,49.75,50.95,48.5,50.05,50.3,50,9399,467545.2,28-FEB-2015,40,INE068L01016,
CAPF,EQ,419,427.35,398,420.95,425,414.05,175193,72561366.95,28-FEB-2015,3796,INE688I01017,
CAPLIPOINT,EQ,750.5,787.9,740.05,774.85,775,750.4,15488,12030478.15,28-FEB-2015,1317,INE475E01018,
