SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
AHLUCONT,EQ,33.5,33.5,32.8,32.95,32.95,32.85,2448,80923.45,08-SEP-2012,54,INE758C01029,
AHMEDFORGE,EQ,127,129.6,125.05,127.65,129.6,126.45,198,25277.1,08-SEP-2012,9,INE425A01011,
AIL,EQ,381.4,382,379,380.15,380.35,380.4,3263,1243238.05,08-SEP-2012,101,INE878A01011,
AJANTPHARM,EQ,380.15,421.95,380.15,413.1,411,410.05,9004,3744994.6,08-SEP-2012,282,INE031B01031,
AJMERA,EQ,102.45,102.45,101.1,102.35,102.45,102.2,52,5322,08-SEP-2012,4,INE298G01027,
AKSHOPTFBR,EQ,15.4,15.95,15.4,15.75,15.8,15.3,15549,244331.25,08-SEP-2012,78,INE523B01011,
AKZOINDIA,EQ,886,886.3,880.7,884.8,884.95,890.5,246,217678.85,08-SEP-2012,24,INE133A01011,
ALBK,EQ,122.95,123.5,122.4,123.1,123.2,122.55,93699,11522257.45,08-SEP-2012,1532,INE428A01015,
ALCHEM,EQ,53,54.3,50.8,51.7,51,51.15,31069,1608907.35,08-SEP-2012,253,INE964B01033,
ALEMBICLTD,EQ,15.95,15.95,15.5,15.5,15.5,15.5,7568,117742.2,08-SEP-2012,47,INE426A01027,
ALICON,EQ,60,60,59.9,59.95,60,57.4,132,7915,08-SEP-2012,3,INE062D01024,
ALKALI,EQ,24.3,24.45,24.3,24.45,24.45,24.55,24,585.1,08-SEP-2012,6,INE773I01017,
ALKYLAMINE,EQ,110.6,120,108,117.7,120,115.7,981,113935.95,08-SEP-2012,33,INE150B01013,
ALLCARGO,EQ,130,135,129.6,134.9,133,131,108,14155.85,08-SEP-2012,16,INE418H01029,
ALLSEC,EQ,33.1,33.1,33.1,33.1,33.1,31.85,1,33.1,08-SEP-2012,1,INE835G01018,
ALOKTEXT,EQ,11.85,11.9,11.65,11.85,11.9,11.65,308468,3642389.65,08-SEP-2012,471,INE270A01011,
ALPA,EQ,8.6,9,8.2,8.65,9,8.8,591,5110.25,08-SEP-2012,11,INE385I01010,
ALPINEHOU,EQ,13.95,13.95,13.95,13.95,13.95,13.3,1,13.95,08-SEP-2012,1,INE840D01015,
ALPSINDUS,EQ,2,2,1.85,1.9,1.95,1.95,1417,2751.75,08-SEP-2012,10,INE093B01015,
ALSTOMT&D,EQ,179.2,183.2,179.2,182,181.3,179.15,3678,667693.05,08-SEP-2012,90,INE200A01026,
AMAR,EQ,41.25,45.55,41.25,45.55,45.55,43.4,2192243,97995837.1,08-SEP-2012,9331,INE787G01011,
AMARAJABAT,EQ,389.95,390,385.95,388.15,388.15,388.8,9902,3844003.05,08-SEP-2012,319,INE885A01024,
AMBIKCO,EQ,176.4,178,176.4,178,178,178.05,35,6190,08-SEP-2012,2,INE540G01014,
AMBUJACEM,EQ,190,190.9,189.2,190.25,189.55,189.45,50429,9584797.4,08-SEP-2012,1077,INE079A01024,
AMDIND,EQ,15.3,15.9,15.3,15.9,15.9,15.45,403,6247.7,08-SEP-2012,7,INE005I01014,
AMLSTEEL,EQ,7.85,7.85,7.85,7.85,7.85,7.5,110,863.5,08-SEP-2012,2,INE577F01018,
AMRUTANJAN,EQ,772,772,760.1,765.95,766,765.9,720,551456.6,08-SEP-2012,77,INE098F01015,
AMTEKAUTO,EQ,87.5,88.75,87.5,88.55,88.55,87.3,6292,556512.3,08-SEP-2012,170,INE130C01021,
AMTEKINDIA,EQ,98.2,99.1,98,98.25,98.25,98,69452,6825706.6,08-SEP-2012,71,INE068D01021,
AMTL,EQ,18.25,18.25,18.25,18.25,18.25,18.25,749,13669.25,08-SEP-2012,4,INE436N01029,
ANANTRAJ,EQ,44.3,44.3,43.7,43.9,43.9,43.85,12654,555813.35,08-SEP-2012,95,INE242C01024,
ANDHRABANK,EQ,92,92.8,91.85,92.65,92.65,91.8,55122,5097124.5,08-SEP-2012,902,INE434A01013,
ANDHRACEMT,EQ,8.05,8.35,8.05,8.35,8.15,8.1,2246,18641.5,08-SEP-2012,7,INE666E01012,
ANDHRSUGAR,EQ,152.85,153.5,152.6,153.35,153.5,152.8,1474,225566.65,08-SEP-2012,31,INE715B01013,
ANIKINDS,EQ,33.4,34.6,31.7,34.25,34.1,32.1,5534,188247.8,08-SEP-2012,81,INE087B01017,
ANKURDRUGS,EQ,11.95,12.5,11.95,12.5,12.45,11.95,5735,70311.75,08-SEP-2012,45,INE238D01012,
ANSALAPI,EQ,25.95,25.95,23.95,24.05,23.95,24,3504,84527.65,08-SEP-2012,80,INE436A01026,
ANSALHSG,EQ,44.5,45.2,44.5,44.8,45.2,45.2,380,17022.15,08-SEP-2012,7,INE880B01015,
ANTGRAPHIC,EQ,0.15,0.15,0.15,0.15,0.15,0.15,1000,150,08-SEP-2012,1,INE414B01021,
APARINDS,EQ,132.3,134,132,134,134,135,107,14325.4,08-SEP-2012,8,INE372A01015,
APCOTEXIND,EQ,160.1,167,160.1,165.9,166,161.65,173,28342.9,08-SEP-2012,9,INE116A01016,
APLLTD,EQ,74,75.8,73.5,75.05,75.5,73.75,61389,4587733,08-SEP-2012,413,INE901L01018,
APOLLOHOSP,EQ,647,654.8,630.5,645.75,648,646.95,29178,18956592.65,08-SEP-2012,1024,INE437A01024,
APOLLOTYRE,EQ,93.7,94.8,93.05,94.25,94.75,93.55,442690,41713600.05,08-SEP-2012,2125,INE438A01022,
APPAPER,EQ,340.35,341.7,339,339.9,340,339.1,21986,7483220.25,08-SEP-2012,588,INE435A01028,
APTECHT,EQ,66.75,67.3,66.55,66.8,66.75,66.7,18134,1212581.95,08-SEP-2012,263,INE266F01018,
AQUA,EQ,9.95,11.1,9.6,10.65,10.9,10.2,100870,1075685.6,08-SEP-2012,422,INE544K01026,
ARCHIDPLY,EQ,9,9,8.75,8.75,8.75,8.65,1150,10150,08-SEP-2012,2,INE877I01016,
ARCHIES,EQ,24.5,25.3,24.5,25,25,24.4,111854,2798909.7,08-SEP-2012,225,INE731A01020,
ARIES,EQ,51.55,51.55,50.5,50.5,50.5,50.1,150,7627.5,08-SEP-2012,2,INE298I01015,
ARROWTEX,EQ,7.05,7.05,6.75,6.85,6.75,6.75,524,3587.8,08-SEP-2012,4,INE933J01015,
ARSHIYA,EQ,115.5,116.8,115,116.2,116.7,115.5,2936,341111.05,08-SEP-2012,50,INE968D01022,
ARSSINFRA,EQ,36.3,37.1,36.3,36.85,37,36.6,47717,1755646.75,08-SEP-2012,403,INE267I01010,
ARVIND,EQ,67,67.5,66.3,67.15,67.2,66.8,73538,4932320.25,08-SEP-2012,763,INE034A01011,
ARVINDREM,EQ,30.6,30.95,30.35,30.55,30.5,30.55,8176,250468.9,08-SEP-2012,49,INE211C01037,
ASAHIINDIA,EQ,78,78,69.55,69.95,69.55,69.35,10933,765925.4,08-SEP-2012,54,INE439A01020,
ASAHISONG,EQ,83,85,82.05,84,84,83.85,886,73604,08-SEP-2012,6,INE228I01012,
ASAL,EQ,47.35,47.35,47.35,47.35,47.35,47.4,10,473.5,08-SEP-2012,1,INE900C01027,
ASHAPURMIN,BE,27.05,27.05,27.05,27.05,27.05,25.8,3453,93403.65,08-SEP-2012,12,INE348A01023,
ASHIANA,EQ,159.1,166.25,159.1,166.05,166.05,164.85,20,3287.25,08-SEP-2012,4,INE365D01013,
ASHIMASYN,EQ,4.9,4.9,4.65,4.65,4.65,4.85,5522,25777.3,08-SEP-2012,9,INE440A01010,
ASHOKLEY,EQ,21.4,21.4,21.15,21.25,21.3,21.15,264634,5622151.8,08-SEP-2012,1063,INE208A01029,
ASIANPAINT,EQ,3780,3780,3752,3758,3764.95,3770.5,2780,10464815.35,08-SEP-2012,234,INE021A01018,
ASSAMCO,EQ,5.3,5.6,5.3,5.5,5.6,5.4,51624,283674.7,08-SEP-2012,124,INE442A01024,
ASTEC,BE,29.65,29.65,29.65,29.65,29.65,29.85,100,2965,08-SEP-2012,1,INE563J01010,
ASTERSILI,BE,7.85,7.85,7.6,7.8,7.8,7.6,270,2094.25,08-SEP-2012,5,INE900K01012,
ASTRAL,EQ,290,290,288,290,290,288.25,471,136493.05,08-SEP-2012,22,INE006I01020,
ASTRAMICRO,EQ,41.4,41.45,40.5,40.7,40.6,41.25,484,19869.65,08-SEP-2012,13,INE386C01029,
ASTRAZEN,EQ,1780,1786.9,1772,1779.6,1774.15,1786.3,1401,2493152.2,08-SEP-2012,225,INE203A01020,
ATFL,EQ,435,438,430,434.1,431.35,430.3,1459,633836.5,08-SEP-2012,59,INE209A01019,
ATLANTA,EQ,54.05,55.45,54.05,54.9,55,54.6,2026,110985.55,08-SEP-2012,23,INE285H01022,
ATLASCYCLE,EQ,414,432.6,407.25,420.9,421.5,409.25,156091,66240308.25,08-SEP-2012,4575,INE446A01017,
ATUL,EQ,301.8,304.65,298.05,302.8,304.65,300.3,3036,919516.55,08-SEP-2012,90,INE100A01010,
AURIONPRO,EQ,101.2,102,101.2,101.95,101.95,103.85,270,27421.05,08-SEP-2012,7,INE132H01018,
AUROPHARMA,EQ,123.5,131,123.5,128,131,123.25,955495,121111421.45,08-SEP-2012,8047,INE406A01037,
AUSTRAL,EQ,0.85,0.9,0.85,0.85,0.85,0.9,5667,4844.05,08-SEP-2012,13,INE455J01027,
AUTOAXLES,EQ,345.5,345.5,342.65,344.8,342.65,347.95,635,219066.75,08-SEP-2012,9,INE449A01011,
AUTOIND,EQ,196.25,212,194.4,209.35,208.65,196.45,402947,83106970.4,08-SEP-2012,8319,INE718H01014,
AUTOLITIND,BE,17.8,17.8,17.8,17.8,17.8,18.5,15,267,08-SEP-2012,1,INE448A01013,
AVANTI,EQ,170,175,166.05,168.95,168.05,163.25,9529,1621193.5,08-SEP-2012,129,INE871C01012,
AVTNPL,EQ,32.8,33.35,32.8,33.05,33.35,33.15,2686,88945.6,08-SEP-2012,20,INE488D01021,
AXIS-IT&T,EQ,84.8,85.1,83.7,84.4,84.5,84.55,3397,287381.95,08-SEP-2012,58,INE555B01013,
AXISBANK,EQ,978.8,982,975.45,978.8,981,976.85,133470,130517703.4,08-SEP-2012,4009,INE238A01026,
AXISGOLD,EQ,3098,3158,3098,3135.9,3140,3072,225,703556.1,08-SEP-2012,37,INF846K01347,
BAGFILMS,EQ,4.05,4.05,3.8,3.9,3.9,3.85,14765,57284.15,08-SEP-2012,44,INE116D01028,
BAJAJ-AUTO,EQ,1687.4,1694.9,1679.55,1682.7,1681,1688.2,11656,19648064.1,08-SEP-2012,553,INE917I01010,
BAJAJCORP,EQ,183.65,184.9,179,182.8,183.15,183,10191,1863400.85,08-SEP-2012,341,INE933K01021,
BAJAJELEC,EQ,172.35,172.9,170,171.9,172.9,169.85,2614,448759.8,08-SEP-2012,73,INE193E01025,
BAJAJFINSV,EQ,779.25,792.95,779.25,787.4,787,783.35,7719,6083247.1,08-SEP-2012,467,INE918I01018,
BAJAJHIND,EQ,29.85,30.1,29.85,30,30,29.75,150856,4523809.25,08-SEP-2012,610,INE306A01021,
BAJAJHLDNG,EQ,764.9,764.9,753.1,758.25,759,762.9,495,374930.95,08-SEP-2012,40,INE118A01012,
BAJFINANCE,EQ,1070,1075,1057,1062.3,1057.25,1070.55,1578,1680316.75,08-SEP-2012,74,INE296A01016,
BALAJITELE,EQ,41.1,41.95,41.05,41.7,41.6,41.15,26947,1119228.3,08-SEP-2012,179,INE794B01026,
BALAMINES,EQ,48,52.5,47.75,51.5,51.55,47.8,25282,1274940.95,08-SEP-2012,1517,INE050E01027,
BALKRISIND,EQ,290,291,286.25,289.95,289.3,290.4,593,172059.95,08-SEP-2012,32,INE787D01026,
BALLARPUR,EQ,20.2,20.8,19.9,20.45,20.4,20.1,227481,4640426,08-SEP-2012,735,INE294A01037,
BALMLAWRIE,EQ,620,621.9,619.1,620.85,620.5,620.95,7367,4570552.9,08-SEP-2012,304,INE164A01016,
BALPHARMA,EQ,20.75,20.75,20.6,20.65,20.6,19.95,2,41.35,08-SEP-2012,2,INE083D01012,
BALRAMCHIN,EQ,66.3,67.55,66.3,67.05,67.2,66.5,51371,3445367.25,08-SEP-2012,620,INE119A01028,
BANARISUG,EQ,879.9,980,879.9,919.85,925,933.1,144,132559.95,08-SEP-2012,17,INE459A01010,
BANCOINDIA,EQ,62,62,58.55,58.8,59.1,59,1804,106067.85,08-SEP-2012,17,INE213C01025,
BANKBARODA,EQ,631.95,635,627.05,633.1,633.3,629.45,44157,27886534.3,08-SEP-2012,1448,INE028A01013,
BANKBEES,EQ,1030,1030,1016,1019.63,1016,1028.41,52,53276.8,08-SEP-2012,13,INF732E01078,
BANKINDIA,EQ,260.45,261.7,259,261,261,259.25,55122,14366985.2,08-SEP-2012,1198,INE084A01016,
BARTRONICS,EQ,22.75,23.5,22.7,23.25,23.2,22.9,12894,298770.15,08-SEP-2012,130,INE855F01034,
BASF,EQ,668,672,663,670.35,671.45,664.35,8031,5373989.75,08-SEP-2012,515,INE373A01013,
BASML,BE,80,81.5,80,81.5,81.5,82.1,201,16380,08-SEP-2012,3,INE186H01014,
BATAINDIA,EQ,898.65,898.65,888.3,894.7,898,891.5,21024,18789504.3,08-SEP-2012,627,INE176A01010,
BAYERCROP,EQ,995,995,980,985.7,980,993.35,366,360952.95,08-SEP-2012,44,INE462A01022,
BBL,EQ,543,543,537,539.7,540,538.7,389,209868.05,08-SEP-2012,46,INE464A01028,
BBTC,EQ,515.75,516,515,515.6,515.5,516.05,145,74763.5,08-SEP-2012,14,INE050A01017,
BECREL,BE,6.05,6.05,6.05,6.05,6.05,5.95,5,30.25,08-SEP-2012,1,INE287A01015,
BEDMUTHA,EQ,13.5,13.9,13.3,13.55,13.8,13.7,4372,59420.75,08-SEP-2012,42,INE844K01012,
BEL,EQ,1230,1238,1221,1226.95,1223,1230.85,1173,1441970.65,08-SEP-2012,99,INE263A01016,
BEML,EQ,280.3,282,278.1,279.35,278.5,280.1,10958,3070489.35,08-SEP-2012,471,INE258A01016,
BEPL,EQ,17.9,17.95,17.9,17.9,17.95,17,2,35.85,08-SEP-2012,2,INE922A01025,
BERGEPAINT,EQ,139.4,140.9,138.15,140.3,140.1,138.05,16008,2242143.05,08-SEP-2012,294,INE463A01020,
BFINVEST,EQ,40.15,41,40.15,41,41,40.3,526,21509.3,08-SEP-2012,5,INE878K01010,
BFUTILITIE,EQ,413.85,414.25,411,412.25,412.9,412.4,27866,11484698.55,08-SEP-2012,1107,INE243D01012,
BGLOBAL,EQ,5.2,6.15,5.2,5.8,5.8,5.5,160,898.75,08-SEP-2012,4,INE224M01013,
BGRENERGY,EQ,258,260,258,259.05,259.6,257.25,30978,8028528.3,08-SEP-2012,812,INE661I01014,
BHAGWATIHO,EQ,76,76,64,64.4,64.7,63.85,2380,154440.45,08-SEP-2012,27,INE797H01018,
BHAGYNAGAR,EQ,13.65,13.65,13.3,13.4,13.4,13.85,3306,44415.65,08-SEP-2012,16,INE458B01028,
BHARATFORG,EQ,287,297.7,285.65,294.45,297,285.6,92230,26957792.15,08-SEP-2012,1820,INE465A01025,
BHARATGEAR,EQ,62.1,62.1,62,62,62,61.75,110,6821,08-SEP-2012,2,INE561C01019,
BHARTIARTL,EQ,255.5,256.45,253.25,254.7,255.2,256,165305,42066597.85,08-SEP-2012,2498,INE397D01024,
BHARTISHIP,EQ,63.5,64.35,63.5,63.85,63.7,63.55,19115,1223956.55,08-SEP-2012,197,INE673G01013,
BHEL,EQ,204.35,204.45,200.9,202.5,202.9,204.95,1096926,221857383.3,08-SEP-2012,13801,INE257A01026,
BHUSANSTL,EQ,465.95,467.95,463.15,466.15,464,464.1,28067,13101585.65,08-SEP-2012,274,INE824B01021,
BIL,EQ,47.35,48.45,47.2,47.45,47.5,47.9,1198,56882.25,08-SEP-2012,16,INE828A01016,
BILENERGY,EQ,61.25,61.25,58,58,58,59.6,100,5962.5,08-SEP-2012,2,INE607L01011,
BILPOWER,EQ,37.65,37.65,37.65,37.65,37.65,34.25,1955,73605.75,08-SEP-2012,12,INE952D01018,
BIMETAL,EQ,255,259.75,255,259.75,259.75,253.95,60,15323.75,08-SEP-2012,4,INE469A01019,
BINANIIND,EQ,102.45,103.9,101.75,102.6,102.8,102.9,1042,107086.5,08-SEP-2012,25,INE071A01013,
BINDALAGRO,EQ,29.6,31.1,29.6,30.75,31,29.75,59573,1822519.45,08-SEP-2012,450,INE143A01010,
BIOCON,EQ,272,275.05,271.05,274.6,275,271.2,88067,24137209.3,08-SEP-2012,1924,INE376G01013,
BIRLACORPN,EQ,207.9,207.95,207.9,207.95,207.95,204.6,30,6238,08-SEP-2012,9,INE340A01012,
BIRLACOT,BE,0.25,0.25,0.2,0.2,0.2,0.2,57701,13275.25,08-SEP-2012,20,INE655I01024,
BIRLAERIC,EQ,8.8,9.4,8.8,9.3,9.3,9,86,776.6,08-SEP-2012,3,INE800A01015,
BIRLAMONEY,EQ,11.25,11.75,10.85,10.85,10.85,11.2,1203,13512.75,08-SEP-2012,14,INE865C01022,
BIRLAPOWER,BE,0.4,0.4,0.35,0.35,0.4,0.35,78557,27942.55,08-SEP-2012,30,INE224B01024,
BLBLIMITED,EQ,3.85,3.85,3.6,3.6,3.6,3.75,2,7.45,08-SEP-2012,2,INE791A01024,
BLISSGVS,EQ,40.1,41,39.75,39.95,40,39.7,32884,1317630.9,08-SEP-2012,188,INE416D01022,
BLKASHYAP,EQ,8.2,8.25,8.05,8.2,8.25,8,9833,80477.9,08-SEP-2012,27,INE350H01032,
BLUECHIP,EQ,0.65,0.7,0.6,0.7,0.7,0.6,26049,17584.3,08-SEP-2012,9,INE657B01025,
BLUEDART,EQ,1383,1712,1383,1702.5,1700,1715.25,355,596774.25,08-SEP-2012,69,INE233B01017,
BLUESTARCO,EQ,177.75,177.85,171,172.1,171,173.75,3799,655999.55,08-SEP-2012,114,INE472A01039,
BLUESTINFO,EQ,63.2,63.2,63.2,63.2,63.2,62.75,10,632,08-SEP-2012,4,INE504B01011,
BOC,EQ,438.2,446.15,438.2,444.4,445.15,438.1,7582,3370654.75,08-SEP-2012,196,INE473A01011,
BOMDYEING,EQ,439.6,442.95,437.1,439.45,440,441.15,21908,9640976.05,08-SEP-2012,901,INE032A01015,
BOSCHLTD,EQ,8410,8470,8410,8449.75,8436.05,8444.15,235,1985959.6,08-SEP-2012,71,INE323A01026,
BPCL,EQ,341.05,346.95,340,344.25,346.5,345.1,79874,27381815.8,08-SEP-2012,1723,INE029A01011,
BPL,EQ,16.6,17.15,16.6,16.9,16.8,16.8,9085,151953.65,08-SEP-2012,48,INE110A01019,
BRANDHOUSE,EQ,12.2,12.2,12.2,12.2,12.2,12.3,1750,21350,08-SEP-2012,4,INE317J01011,
BRFL,EQ,246.05,249,246.05,246.9,247,248.2,1070,264939.8,08-SEP-2012,14,INE589G01011,
BRIGADE,EQ,48,49.25,47.5,48.7,48.2,47.85,5793,280873.3,08-SEP-2012,117,INE791I01019,
BRITANNIA,EQ,497.8,499,495,497.95,498,497.5,1644,817133.45,08-SEP-2012,165,INE216A01022,
BROOKS,EQ,16.8,17.35,16.8,17.25,17.35,17.1,1994,34312.35,08-SEP-2012,18,INE650L01011,
BSELINFRA,EQ,2.75,2.9,2.3,2.8,2.85,2.8,27834,75456.65,08-SEP-2012,52,INE395A01016,
BSLGOLDETF,EQ,3189.95,3189.95,3129.6,3129.6,3129.6,3151.65,6,18837.95,08-SEP-2012,3,INF209K01HT2,
BSTRANSCOM,EQ,207.4,212,207,209.25,209.7,208,8824,1845491.15,08-SEP-2012,227,INE043K01011,
BURNPUR,EQ,5.9,6.4,5.9,6.2,6.3,5.9,8670,53118.75,08-SEP-2012,27,INE817H01014,
BVCL,EQ,8.9,8.9,8.9,8.9,8.9,8.5,1,8.9,08-SEP-2012,1,INE139I01011,
CADILAHC,EQ,897,909,897,905,905,897.7,2577,2332032.35,08-SEP-2012,119,INE010B01019,
CAIRN,EQ,339.5,339.5,337.05,337.4,337.6,337.1,41596,14048503.15,08-SEP-2012,550,INE910H01017,
CANBK,EQ,322,323,321.25,322.55,322.5,322.55,46469,14984002.8,08-SEP-2012,998,INE476A01014,
CANDC,EQ,51.7,52,49.75,51.6,51.65,51.45,409,21011.25,08-SEP-2012,21,INE874H01015,
CANFINHOME,EQ,103.25,103.5,103.25,103.5,103.5,103.05,346,35786,08-SEP-2012,9,INE477A01012,
CANTABIL,EQ,18,18.2,17.5,18.05,18.2,18.1,2876,50735.6,08-SEP-2012,14,INE068L01016,
CARBORUNIV,EQ,144.5,145.2,144.5,144.95,144.5,145.1,313,45345.8,08-SEP-2012,12,INE120A01034,
CAREERP,EQ,145,145,142.15,144.3,145,144.25,190,27365.5,08-SEP-2012,7,INE521J01018,
CASTROL,EQ,276.95,279.8,275.95,278.45,279.3,275.3,21166,5878961.15,08-SEP-2012,695,INE172A01019,
CCCL,EQ,13.4,13.5,13.4,13.5,13.5,13.9,2,26.9,08-SEP-2012,2,INE429I01024,
CCL,EQ,252.25,254.65,252.25,254.2,253.1,252.4,397,100656.6,08-SEP-2012,15,INE421D01014,
CEATLTD,EQ,112,118.5,111.35,117.6,118.3,110.85,287174,33347529,08-SEP-2012,3636,INE482A01020,
CEBBCO,EQ,92.55,92.55,90,91.05,91.65,89.8,9307,846794.4,08-SEP-2012,143,INE209L01016,
CELEBRITY,EQ,4.45,4.45,4.2,4.25,4.25,4.45,1152,4980.9,08-SEP-2012,7,INE185H01016,
CELESTIAL,EQ,17.4,17.4,16.75,16.95,16.95,16.4,60,1018.05,08-SEP-2012,8,INE221I01017,
CENTENKA,EQ,108.05,110.5,108.05,109.85,109,108.3,1985,218103.5,08-SEP-2012,26,INE485A01015,
CENTEXT,EQ,2.15,2.25,2.15,2.15,2.25,2.15,4781,10279.45,08-SEP-2012,5,INE281A01026,
CENTRALBK,EQ,63.55,64.4,63.5,64.15,64.3,63.45,106317,6795327,08-SEP-2012,1088,INE483A01010,
CENTUM,EQ,65,69.85,65,69.85,69.85,67,200,13485,08-SEP-2012,2,INE320B01020,
CENTURYPLY,EQ,52.5,53,51.65,52.8,52.45,53.1,1035,54359.7,08-SEP-2012,73,INE348B01021,
CENTURYTEX,EQ,323.25,326,323.1,325,325.35,323.25,36563,11878857.65,08-SEP-2012,554,INE055A01016,
CERA,EQ,350.15,363,345.5,358.15,360,350.2,1841,658732.55,08-SEP-2012,63,INE739E01017,
CESC,EQ,329.55,329.55,305.15,306.75,306.5,305.35,7272,2235948.7,08-SEP-2012,873,INE486A01013,
CHAMBLFERT,EQ,68.25,69.5,68.25,68.75,68.6,68.1,741614,51175192.55,08-SEP-2012,4238,INE085A01013,
CHENNPETRO,EQ,122.5,124,122,123.65,123.3,124.15,1306,161401.4,08-SEP-2012,37,INE178A01016,
CHESLINTEX,EQ,5.6,6.55,5.6,6.5,6.55,6.2,1298,8456.55,08-SEP-2012,15,INE217C01018,
CHETTINAD,EQ,788,788,788,788,788,771.2,25,19700,08-SEP-2012,1,INE132B01011,
CHOLAFIN,EQ,207.5,215.5,207.5,214.25,212.05,213,1315,281713.6,08-SEP-2012,23,INE121A01016,
CHROMATIC,EQ,88,89,86.1,87.65,88,87.95,21957,1932203.55,08-SEP-2012,48,INE662C01015,
CILNOVA,EQ,18.15,18.15,18.15,18.15,18.15,18.4,1980,35937,08-SEP-2012,15,INE672K01017,
CIMMCO,EQ,59,59,57,57,57,54,370,21460,08-SEP-2012,2,INE184C01028,
CINEPRO,EQ,13.05,13.05,12.35,12.9,12.9,13.25,554,7095.75,08-SEP-2012,11,INE704H01022,
CIPLA,EQ,385.1,393.8,384.9,391.25,393.8,381.3,601236,233915180.15,08-SEP-2012,8249,INE059A01026,
