Symbol,Report Date,Interest,Profit before tax,Net Profit,EPS
KSL,01-Mar-16,12,174,113,25.99
KSL,01-Mar-17,10,239,156,35.79
KSL,01-Mar-18,9,175,115,26.48
KSL,01-Mar-19,7,192,131,30.17
KSL,01-Mar-20,10,165,134,31.29
KSL,01-Mar-21,7,255,190,43.59
KSL,01-Mar-22,13,331,248,55.93
KSOILS,01-Mar-07,17,74,57,25.95
KSOILS,01-Mar-08,40,182,120,3.62
KSOILS,01-Mar-09,86,256,165,4.64
KSOILS,01-Mar-10,169,253,213,5.21
KSOILS,01-Jun-11,340,-359,-369,-8.65
KSOILS,01-Dec-12,442,-1332,-1346,-29.26
KSOILS,01-Mar-14,180,-1511,-1505,-32.75
KSOILS,01-Mar-15,6,-227,-229,-4.88
KSOILS,01-Mar-16,2,-129,-130,-2.78
KTIL,01-Mar-13,2,13,8,7.63
KTIL,01-Mar-14,2,17,11,10
KTIL,01-Mar-15,2,21,15,13.19
KTIL,01-Mar-16,3,22,16,14.13
KTIL,01-Mar-17,14,2,-6,-5.29
KTIL,01-Mar-18,14,-7,-8,-7.14
KTIL,01-Mar-19,18,-11,-13,-11.84
KTIL,01-Mar-20,25,-16,-17,-15.42
KTIL,01-Mar-21,27,-21,-23,-21.49
KTIL,01-Mar-22,30,-28,-29,-26.96
KWALITY,01-Mar-11,37,61,46,2.26
KWALITY,01-Mar-12,65,94,92,4.55
KWALITY,01-Mar-13,94,118,106,5.2
KWALITY,01-Mar-14,117,169,145,7.13
KWALITY,01-Mar-15,143,196,167,7.61
KWALITY,01-Mar-16,161,234,164,7.32
KWALITY,01-Mar-17,183,264,194,8.18
KWALITY,01-Mar-18,247,165,92,3.83
KWALITY,01-Mar-19,199,-3217,-3216,-133.25
KWALITY,01-Mar-20,16,-144,-144,-5.98
KWALITY,01-Mar-21,1002,-1220,-1400,-58.02
LAKPRE,01-Mar-06,7,14,9,8.72
LAKPRE,01-Mar-07,9,16,9,8.17
LAKPRE,01-Mar-08,12,15,9,8.55
LAKPRE,01-Mar-09,16,8,4,3.91
LAKPRE,01-Mar-10,15,11,7,6.32
LAKPRE,01-Mar-11,19,18,12,11.21
LAKPRE,01-Mar-12,26,12,10,8.81
LAKPRE,01-Mar-13,32,7,5,4.79
LAKPRE,01-Mar-14,37,-27,-28,-25.16
LAKPRE,01-Mar-15,38,4,3,3
LAKPRE,01-Mar-16,39,-29,-32,-29.52
LAKPRE,01-Mar-17,41,-41,-40,-36.54
LAKSHMIEFL,01-Sep-08,50,243,162,25.5
LAKSHMIEFL,01-Sep-09,68,115,92,14.5
LAKSHMIEFL,01-Sep-10,73,97,84,13.34
LAKSHMIEFL,01-Sep-11,106,5,12,1.98
LAKSHMIEFL,01-Sep-12,135,0,10,1.51
LAKSHMIEFL,01-Mar-14,96,-17,-1,-0.1
LAKSHMIEFL,01-Mar-15,118,-354,-347,-52.22
LAKSHMIEFL,01-Mar-16,34,-101,-90,-13.59
LAKSHMIEFL,01-Mar-17,25,-4,1,0.13
LAKSHMIEFL,01-Mar-18,1,-293,-293,-39.77
LALPATHLAB,01-Mar-11,1,45,29,858.49
LALPATHLAB,01-Mar-12,3,66,45,1333.04
LALPATHLAB,01-Mar-13,0,80,55,1643.22
LALPATHLAB,01-Mar-14,0,119,80,148.27
LALPATHLAB,01-Mar-15,0,140,96,17.51
LALPATHLAB,01-Mar-16,0,201,133,15.99
LALPATHLAB,01-Mar-17,1,237,156,18.61
LALPATHLAB,01-Mar-18,1,261,172,20.49
LALPATHLAB,01-Mar-19,1,301,200,23.9
LALPATHLAB,01-Mar-20,15,310,228,27.11
LALPATHLAB,01-Mar-21,16,394,296,34.99
LALPATHLAB,01-Mar-22,30,475,350,41.37
LANCER,01-Mar-20,3,11,8,1.33
LANCER,01-Mar-21,3,13,10,1.61
LANCER,01-Mar-22,3,40,29,4.8
LATENTVIEW,01-Mar-13,0,12,8,9.72
LATENTVIEW,01-Mar-14,1,24,17,21.48
LATENTVIEW,01-Mar-19,3,70,60,73.85
LATENTVIEW,01-Mar-20,3,90,73,89.79
LATENTVIEW,01-Mar-21,3,116,91,112.43
LATENTVIEW,01-Mar-22,3,154,130,6.46
LAURUSLABS,01-Mar-14,64,121,97,12.64
LAURUSLABS,01-Mar-15,106,67,68,8.81
LAURUSLABS,01-Mar-16,111,169,134,16.97
LAURUSLABS,01-Mar-17,100,234,190,3.6
LAURUSLABS,01-Mar-18,80,237,168,3.16
LAURUSLABS,01-Mar-19,88,120,94,1.76
LAURUSLABS,01-Mar-20,90,294,255,4.77
LAURUSLABS,01-Mar-21,68,1301,984,18.33
LAURUSLABS,01-Mar-22,102,1084,832,15.4
LAXMIMACH,01-Mar-11,1,225,153,136.03
LAXMIMACH,01-Mar-12,6,228,139,123.22
LAXMIMACH,01-Mar-13,1,184,130,115.02
LAXMIMACH,01-Mar-14,2,268,189,167.81
LAXMIMACH,01-Mar-15,1,301,220,194.97
LAXMIMACH,01-Mar-16,1,337,227,201.78
LAXMIMACH,01-Mar-17,0,262,186,170.15
LAXMIMACH,01-Mar-18,1,302,215,195.92
LAXMIMACH,01-Mar-19,1,283,185,173.53
LAXMIMACH,01-Mar-20,1,47,28,25.99
LAXMIMACH,01-Mar-21,0,71,45,41.75
LAXMIMACH,01-Mar-22,0,238,181,169.47
LCCINFOTEC,01-Mar-11,0.02,0.14,0.14,0.01
LCCINFOTEC,01-Mar-12,0.02,0.1,0.1,0.01
LCCINFOTEC,01-Mar-13,0.01,-0.82,-0.82,-0.06
LCCINFOTEC,01-Mar-14,0.02,-0.15,-0.15,-0.01
LCCINFOTEC,01-Mar-15,0.02,-0.12,-0.12,-0.01
LCCINFOTEC,01-Mar-16,0.02,-0.13,-0.13,-0.01
LCCINFOTEC,01-Mar-17,0.04,-0.09,-0.09,-0.01
LCCINFOTEC,01-Mar-18,0.07,-0.03,-0.03,0
LCCINFOTEC,01-Mar-19,0.07,-0.02,-0.02,0
LCCINFOTEC,01-Mar-20,0.06,-0.03,-0.03,0
LCCINFOTEC,01-Mar-21,0.04,-1.5,-1.5,-0.12
LCCINFOTEC,01-Mar-22,0.04,-0.74,-0.74,-0.06
LEEL,01-Mar-09,40,6,3,1.1
LEEL,01-Mar-10,18,45,34,10.91
LEEL,01-Mar-11,23,47,38,12.12
LEEL,01-Mar-12,37,50,35,11.33
LEEL,01-Mar-13,53,72,53,17.03
LEEL,01-Mar-14,86,97,89,25.23
LEEL,01-Mar-15,94,111,88,25.03
LEEL,01-Mar-16,106,65,42,11.58
LEEL,01-Mar-17,120,104,70,17.36
LEEL,01-Mar-18,69,678,510,126.46
LEMONTREE,01-Mar-15,72,-60,-63,-0.81
LEMONTREE,01-Mar-16,72,-19,-26,-0.35
LEMONTREE,01-Mar-17,78,0,-5,-0.08
LEMONTREE,01-Mar-18,78,18,15,0.18
LEMONTREE,01-Mar-19,85,45,56,0.67
LEMONTREE,01-Mar-20,162,-2,-13,-0.12
LEMONTREE,01-Mar-21,190,-219,-187,-1.6
LEMONTREE,01-Mar-22,181,-145,-137,-1.1
LGBBROSLTD,01-Mar-11,15,48,46,14.74
LGBBROSLTD,01-Mar-12,18,59,44,14.09
LGBBROSLTD,01-Mar-13,23,40,33,10.42
LGBBROSLTD,01-Mar-14,18,80,66,20.01
LGBBROSLTD,01-Mar-15,18,94,74,22.68
LGBBROSLTD,01-Mar-16,18,78,66,20.22
LGBBROSLTD,01-Mar-17,16,103,75,22.61
LGBBROSLTD,01-Mar-18,12,131,89,27.41
LGBBROSLTD,01-Mar-19,13,143,100,31.72
LGBBROSLTD,01-Mar-20,16,115,91,29.19
LGBBROSLTD,01-Mar-21,11,180,133,42.51
LGBBROSLTD,01-Mar-22,9,332,246,78.2
LIBAS,01-Mar-18,1.89,4.07,2.91,1.19
LIBAS,01-Mar-19,1.88,7.11,5.71,2.34
LIBAS,01-Mar-20,2.51,4.9,4.83,1.82
LIBAS,01-Mar-21,2.38,-1.19,-1.17,-0.44
LIBAS,01-Mar-22,2.47,9.75,8.74,3.3
LIBERTSHOE,01-Mar-06,5,23,18,10.77
LIBERTSHOE,01-Mar-07,9,14,12,6.74
LIBERTSHOE,01-Mar-08,15,4,4,2.35
LIBERTSHOE,01-Mar-09,15,-6,-6,-3.09
LIBERTSHOE,01-Mar-10,10,4,4,2.55
LIBERTSHOE,01-Mar-11,10,6,6,3.63
LIBERTSHOE,01-Mar-12,14,4,4,2.57
LIBERTSHOE,01-Mar-13,14,5,5,3.16
LIBERTSHOE,01-Mar-14,16,14,13,7.79
LIBERTSHOE,01-Mar-15,16,15,17,9.93
LIBERTSHOE,01-Mar-16,16,12,10,5.9
LIBERTSHOE,01-Mar-17,16,10,6,3.75
LIKHITHA,01-Mar-21,1,38,29,7.34
LIKHITHA,01-Mar-22,1,61,46,11.68
LINCOLN,01-Mar-11,5,6,4,2.56
LINCOLN,01-Mar-12,8,7,5,3.14
LINCOLN,01-Mar-13,8,11,10,5.92
LINCOLN,01-Mar-14,7,12,10,6.53
LINCOLN,01-Mar-15,8,20,15,9.2
LINCOLN,01-Mar-16,10,33,24,14.52
LINCOLN,01-Mar-17,7,37,28,14.06
LINCOLN,01-Mar-18,5,46,35,17.31
LINCOLN,01-Mar-19,4,62,49,24.36
LINCOLN,01-Mar-20,2,67,51,25.72
LINCOLN,01-Mar-21,2,84,62,31.12
LINCOLN,01-Mar-22,1,96,69,34.63
LINDEINDIA,01-Dec-16,116,16,19,2.23
LINDEINDIA,01-Dec-17,116,13,16,1.9
LINDEINDIA,01-Dec-18,103,39,26,3.01
LINDEINDIA,01-Dec-19,86,1013,727,85.27
LINDEINDIA,01-Dec-20,6,229,151,17.72
LINDEINDIA,01-Dec-21,3,698,507,59.47
LML,01-Mar-15,43,-81,-81,-9.89
LML,01-Mar-16,48,-78,-78,-9.56
LODHA,01-Mar-15,492,1269,798,36.91
LODHA,01-Mar-16,988,1198,703,32.5
LODHA,01-Mar-17,736,1001,584,25.82
LODHA,01-Mar-18,390,1182,794,20.06
LODHA,01-Mar-19,568,2489,1644,41.33
LODHA,01-Mar-20,740,1003,742,18.38
LODHA,01-Mar-21,1136,33,48,1.01
LODHA,01-Mar-22,688,1717,1209,24.97
LT,01-Mar-11,1931,6801,4542,32.58
LT,01-Mar-12,3008,6974,4737,34.13
LT,01-Mar-13,4642,7638,5291,37.69
LT,01-Mar-14,6494,7483,4885,35.41
LT,01-Mar-15,7266,7217,4966,34.17
LT,01-Mar-16,6899,8020,4592,30.64
LT,01-Mar-17,6829,8887,6486,43.17
LT,01-Mar-18,7714,11639,8004,52.59
LT,01-Mar-19,9339,14305,10217,63.48
LT,01-Mar-20,11021,14086,10894,68.02
LT,01-Mar-21,11750,16918,12921,82.47
LT,01-Mar-22,9235,14508,10419,61.7
LTI,01-Mar-12,34,560,419,130.03
LTI,01-Mar-13,21,749,562,174.14
LTI,01-Mar-14,31,1204,996,308.96
LTI,01-Mar-15,10,936,769,238.3
LTI,01-Mar-16,6,1035,836,49.25
LTI,01-Mar-17,3,1236,971,56.91
LTI,01-Mar-18,16,1442,1112,64.65
LTI,01-Mar-19,11,2028,1516,87.37
LTI,01-Mar-20,83,2003,1520,87.3
LTI,01-Mar-21,79,2588,1938,110.79
LTI,01-Mar-22,73,3097,2298,131.04
LTTS,01-Mar-15,3,372,311,10.36
LTTS,01-Mar-16,2,542,419,55.88
LTTS,01-Mar-17,2,579,425,41.78
LTTS,01-Mar-18,2,678,507,49.39
LTTS,01-Mar-19,2,1031,768,73.61
LTTS,01-Mar-20,36,1100,822,78.33
LTTS,01-Mar-21,46,897,666,63.14
LTTS,01-Mar-22,44,1309,961,90.68
LUMAXIND,01-Mar-16,13,41,52,55.66
LUMAXIND,01-Mar-17,11,65,54,58.16
LUMAXIND,01-Mar-18,8,98,71,76.34
LUMAXIND,01-Mar-19,16,134,104,111.03
LUMAXIND,01-Mar-20,22,92,72,76.92
LUMAXIND,01-Mar-21,29,33,18,19.42
LUMAXIND,01-Mar-22,22,53,41,43.56
LUMAXTECH,01-Mar-11,1,55,46,6.67
LUMAXTECH,01-Mar-12,1,62,51,7.44
LUMAXTECH,01-Mar-13,1,59,41,6.02
LUMAXTECH,01-Mar-14,4,43,30,4.43
LUMAXTECH,01-Mar-15,5,68,47,6.6
LUMAXTECH,01-Mar-16,5,50,34,4.66
LUMAXTECH,01-Mar-17,4,56,40,5.06
LUMAXTECH,01-Mar-18,2,82,57,7.15
LUMAXTECH,01-Mar-19,3,100,69,9.67
LUMAXTECH,01-Mar-20,10,73,59,8.52
LUMAXTECH,01-Mar-21,10,72,51,6.91
LUMAXTECH,01-Mar-22,10,113,82,10.18
LUPIN,01-Mar-11,34,994,877,19.33
LUPIN,01-Mar-12,35,1196,888,19.43
LUPIN,01-Mar-13,41,1925,1340,29.36
LUPIN,01-Mar-14,27,2832,1870,40.96
LUPIN,01-Mar-15,10,3415,2444,53.47
LUPIN,01-Mar-16,59,3329,2270,50.17
LUPIN,01-Mar-17,153,3543,2565,56.63
LUPIN,01-Mar-18,204,547,258,5.56
LUPIN,01-Mar-19,302,1503,615,13.4
LUPIN,01-Mar-20,363,887,-270,-5.95
LUPIN,01-Mar-21,141,1676,1228,26.81
LUPIN,01-Mar-22,143,-1372,-1509,-33.62
LUXIND,01-Mar-18,25,121,78,30.84
LUXIND,01-Mar-19,24,152,99,39.12
LUXIND,01-Mar-20,21,239,177,70.35
LUXIND,01-Mar-21,13,362,269,107.47
LUXIND,01-Mar-22,16,456,338,112.95
LXCHEM,01-Mar-15,26,31,21,21.12
LXCHEM,01-Mar-16,19,34,27,26.56
LXCHEM,01-Mar-17,11,82,72,71.5
LXCHEM,01-Mar-18,12,113,76,75.63
LXCHEM,01-Mar-19,19,98,72,14.46
LXCHEM,01-Mar-20,17,81,70,15.57
LXCHEM,01-Mar-21,19,158,127,4.82
LXCHEM,01-Mar-22,19,318,256,9.72
LYKALABS,01-Sep-10,17,3,2,1.12
LYKALABS,01-Mar-12,30,-8,-8,-3.2
LYKALABS,01-Mar-13,19,0,-1,-0.33
LYKALABS,01-Jun-14,27,-3,-5,-3.05
LYKALABS,01-Jun-15,24,-3,-5,-2.29
LYKALABS,01-Mar-16,15,4,4,1.67
LYKALABS,01-Mar-17,19,-8,-7,-2.51
LYKALABS,01-Mar-18,10,-20,-19,-6.14
LYKALABS,01-Mar-19,7,-15,-6,-1.97
LYKALABS,01-Mar-20,20,-62,-63,-21.1
LYKALABS,01-Mar-21,26,-14,-10,-4.03
LYKALABS,01-Mar-22,20,59,38,13.59
LYPSAGEMS,01-Mar-12,8.65,2.97,2.1,0.71
LYPSAGEMS,01-Mar-13,1.93,5.5,4.07,1.38
LYPSAGEMS,01-Mar-14,2.64,11.02,9.45,3.19
LYPSAGEMS,01-Mar-15,4.06,19.68,17.89,6.06
LYPSAGEMS,01-Mar-16,3.15,19.28,18.69,6.34
LYPSAGEMS,01-Mar-17,3.66,21.53,21.5,7.29
LYPSAGEMS,01-Mar-18,0.13,28.06,28.07,9.52
LYPSAGEMS,01-Mar-19,0.27,14.45,14.42,4.89
LYPSAGEMS,01-Mar-20,0.12,-21.78,-21.79,-7.39
LYPSAGEMS,01-Mar-21,0,-25.91,-25.92,-8.79
LYPSAGEMS,01-Mar-22,0,-0.11,-0.09,-0.03
M&M,01-Mar-11,1135,4515,3175,25.08
M&M,01-Mar-12,1800,4184,3060,25.46
M&M,01-Mar-13,2297,5580,4129,33.38
M&M,01-Mar-14,2954,5820,5154,37.89
M&M,01-Mar-15,3157,4313,3381,25.26
M&M,01-Mar-16,3368,5672,3554,25.35
M&M,01-Mar-17,3648,6350,4051,29.77
M&M,01-Mar-18,3987,10326,7958,60.41
M&M,01-Mar-19,5021,8871,6017,42.76
M&M,01-Mar-20,6021,1655,-321,1.02
M&M,01-Mar-21,6102,3158,1512,14.58
M&M,01-Mar-22,5018,9362,7253,52.91
MADHAV,01-Mar-19,1.3,6.01,4.61,5.15
MADHAV,01-Mar-20,1.25,2.96,2,2.24
MADHAV,01-Mar-21,0.88,0.87,-0.43,-0.48
MADHAV,01-Mar-22,0.84,0.54,-5.11,-5.71
MADHUCON,01-Mar-11,127,-121,-157,-21.3
MADHUCON,01-Mar-12,200,-289,-329,-41.27
MADHUCON,01-Mar-13,363,-313,-298,-37.5
MADHUCON,01-Mar-14,426,-195,-216,-30.33
MADHUCON,01-Mar-15,515,88,6,-0.48
MADHUCON,01-Mar-16,748,76,25,2.78
MADHUCON,01-Mar-17,751,-630,-644,-98.22
MADHUCON,01-Mar-18,835,-1010,-966,-117.33
MADHUCON,01-Mar-19,279,-405,-381,-46.6
MADHUCON,01-Mar-20,150,-1099,-1115,-144.43
MADHUCON,01-Mar-21,246,-276,-262,-31.63
MADHUCON,01-Mar-22,31,-108,-127,-14.41
MAHASTEEL,01-Mar-16,9,-12,-15,-11.24
MAHASTEEL,01-Mar-17,11,1,1,0.91
MAHASTEEL,01-Mar-18,12,4,2,1.74
MAHASTEEL,01-Mar-19,11,7,6,4.32
MAHASTEEL,01-Mar-20,9,0,2,1.78
MAHASTEEL,01-Mar-21,6,2,1,0.6
MAHASTEEL,01-Mar-22,5,7,5,2.98
MAHEPC,01-Mar-19,1,17,11,4.07
MAHEPC,01-Mar-20,2,32,23,8.29
MAHEPC,01-Mar-21,1,25,19,6.81
MAHEPC,01-Mar-22,2,-11,-8,-2.84
MAHESHWARI,01-Mar-18,13,18,12,3.94
MAHESHWARI,01-Mar-19,18,23,15,5.09
MAHESHWARI,01-Mar-20,22,20,15,4.97
MAHESHWARI,01-Mar-21,20,13,9,3.14
MAHESHWARI,01-Mar-22,19,24,17,5.79
MAHINDCIE,01-Mar-11,53,5,4,0.43
MAHINDCIE,01-Mar-12,49,55,51,5.55
MAHINDCIE,01-Mar-13,49,-114,-114,-12.36
MAHINDCIE,01-Mar-14,63,-70,-81,-8.82
MAHINDCIE,01-Mar-15,121,-100,-78,-2.42
MAHINDCIE,01-Dec-15,50,101,77,2.37
MAHINDCIE,01-Dec-16,59,262,169,4.47
MAHINDCIE,01-Dec-17,51,507,358,9.47
MAHINDCIE,01-Dec-18,50,702,498,13.15
MAHINDCIE,01-Dec-19,52,628,354,9.33
MAHINDCIE,01-Dec-20,55,195,106,2.81
MAHINDCIE,01-Dec-21,53,665,393,10.37
MAHINDUGIN,01-Mar-12,60,53,37,11.35
MAHINDUGIN,01-Mar-13,26,11,7,6.3
MAHINDUGIN,01-Mar-14,14,166,119,40.97
MAHLIFE,01-Mar-11,11,172,113,7.07
MAHLIFE,01-Mar-12,21,188,129,7.78
MAHLIFE,01-Mar-13,102,236,156,9.23
MAHLIFE,01-Mar-14,50,161,110,6.57
MAHLIFE,01-Mar-15,51,421,283,17.31
MAHLIFE,01-Mar-16,36,138,95,5.96
MAHLIFE,01-Mar-17,20,139,106,6.64
MAHLIFE,01-Mar-18,41,135,103,6.56
MAHLIFE,01-Mar-19,12,143,119,7.77
MAHLIFE,01-Mar-20,8,-196,-195,-12.55
MAHLIFE,01-Mar-21,11,-78,-71,-4.66
MAHLIFE,01-Mar-22,7,99,162,10
MAHLOG,01-Mar-13,1,36,24,4.23
MAHLOG,01-Mar-14,0,54,37,6.2
MAHLOG,01-Mar-15,0,59,39,6.47
MAHLOG,01-Mar-16,1,56,36,6.05
MAHLOG,01-Mar-17,3,68,46,6.71
MAHLOG,01-Mar-18,4,102,65,9
MAHLOG,01-Mar-19,3,133,86,11.99
MAHLOG,01-Mar-20,18,81,55,7.71
MAHLOG,01-Mar-21,20,39,29,4.19
MAHLOG,01-Mar-22,30,46,35,5.16
MAHSEAMLES,01-Mar-12,6,441,308,21.86
MAHSEAMLES,01-Mar-13,7,197,152,10.8
MAHSEAMLES,01-Mar-14,5,111,102,7.39
MAHSEAMLES,01-Mar-15,20,129,118,8.79
MAHSEAMLES,01-Mar-16,26,-2,-24,-1.81
MAHSEAMLES,01-Mar-17,34,196,116,9.21
MAHSEAMLES,01-Mar-18,42,292,200,15.73
MAHSEAMLES,01-Mar-19,39,433,202,17.48
MAHSEAMLES,01-Mar-20,64,161,115,6.26
MAHSEAMLES,01-Mar-21,56,173,121,7.32
MAHSEAMLES,01-Mar-22,51,505,404,28.37
MAITHANALL,01-Mar-11,7,96,73,24.98
MAITHANALL,01-Mar-12,4,60,45,15.59
MAITHANALL,01-Mar-13,19,54,44,15.25
MAITHANALL,01-Mar-14,21,12,11,3.91
MAITHANALL,01-Mar-15,22,66,53,18.08
MAITHANALL,01-Mar-16,17,96,79,27.09
MAITHANALL,01-Mar-17,12,244,180,61.72
MAITHANALL,01-Mar-18,8,376,292,100.24
MAITHANALL,01-Mar-19,8,327,255,87.67
MAITHANALL,01-Mar-20,6,279,222,76.27
MAITHANALL,01-Mar-21,3,299,230,79.29
MAITHANALL,01-Mar-22,3,1082,818,281.01
MAKE,01-Mar-14,8,44,35,27.15
MALLCOM,01-Mar-10,2,3,2,3.59
MALLCOM,01-Mar-12,2,5,4,6.09
MALLCOM,01-Mar-13,3,6,4,6.3
MALLCOM,01-Mar-14,4,8,5,7.9
MALLCOM,01-Mar-15,3,11,7,10.87
MALLCOM,01-Mar-16,3,14,9,15.03
MALLCOM,01-Mar-17,3,15,10,16.15
MALLCOM,01-Mar-18,4,14,8,13.54
MALLCOM,01-Mar-19,4,23,15,24.02
MALLCOM,01-Mar-20,3,25,19,30.26
MALLCOM,01-Mar-21,2,37,28,45.3
MALLCOM,01-Mar-22,2,42,32,52.28
MANAKCOAT,01-Mar-16,4,3,3,0.44
MANAKCOAT,01-Mar-17,4,3,1,0.1
MANAKCOAT,01-Mar-18,6,4,2,0.3
MANAKCOAT,01-Mar-19,14,2,0,-0.06
MANAKCOAT,01-Mar-20,17,1,3,0.43
MANAKCOAT,01-Mar-21,19,8,6,0.89
MANAKCOAT,01-Mar-22,23,11,9,1.32
MANAKSIA,01-Mar-11,48,127,113,17.21
MANAKSIA,01-Mar-12,59,123,118,18.16
MANAKSIA,01-Mar-13,55,184,169,25.99
MANAKSIA,01-Mar-14,37,200,191,29.21
MANAKSIA,01-Mar-15,28,113,104,15.79
MANAKSIA,01-Mar-16,21,104,94,14.24
MANAKSIA,01-Mar-17,17,116,101,15.36
MANAKSIA,01-Mar-18,18,126,96,14.48
MANAKSIA,01-Mar-19,10,97,75,11.16
MANAKSIA,01-Mar-20,6,88,61,8.95
MANAKSIA,01-Mar-21,6,96,65,9.11
MANAKSIA,01-Mar-22,10,254,186,27.95
MANAKSTEEL,01-Mar-18,4,22,16,2.38
MANAKSTEEL,01-Mar-19,3,16,8,1.27
MANAKSTEEL,01-Mar-20,2,11,9,1.31
MANAKSTEEL,01-Mar-21,2,34,27,4.05
MANAKSTEEL,01-Mar-22,2,49,35,5.39
MANALIPETC,01-Mar-16,3,69,48,2.79
MANALIPETC,01-Mar-17,2,60,38,2.2
MANALIPETC,01-Mar-18,3,88,58,3.37
MANALIPETC,01-Mar-19,2,113,77,4.45
MANALIPETC,01-Mar-20,6,54,47,2.71
MANALIPETC,01-Mar-21,5,268,201,11.7
MANALIPETC,01-Mar-22,9,511,381,22.16
MANINDS,01-Mar-11,34,86,81,15.16
MANINDS,01-Mar-12,27,120,71,12.85
MANINDS,01-Mar-13,44,104,62,10.41
MANINDS,01-Mar-14,42,12,9,1.58
MANINDS,01-Mar-15,46,60,50,8.82
MANINDS,01-Mar-16,56,93,86,15.14
MANINDS,01-Mar-17,36,44,34,5.88
MANINDS,01-Mar-18,43,95,64,11.15
MANINDS,01-Mar-19,64,88,59,10.3
MANINDS,01-Mar-20,64,65,56,9.72
MANINDS,01-Mar-21,53,137,101,17.66
MANINDS,01-Mar-22,37,135,102,17.16
MANINFRA,01-Mar-11,5,91,63,1.69
MANINFRA,01-Mar-12,7,95,57,1.46
MANINFRA,01-Mar-13,4,67,49,1.3
MANINFRA,01-Mar-14,1,48,31,0.78
MANINFRA,01-Mar-15,7,75,49,1.28
MANINFRA,01-Mar-16,21,39,15,0.47
MANINFRA,01-Mar-17,40,112,66,1.43
MANINFRA,01-Mar-18,56,179,109,1.79
MANINFRA,01-Mar-19,54,85,43,1.13
MANINFRA,01-Mar-20,57,-34,-12,-0.19
MANINFRA,01-Mar-21,58,55,33,0.86
MANINFRA,01-Mar-22,62,379,299,5.83
MANJEERA,01-Mar-11,0,21,15,10.08
MANJEERA,01-Mar-12,2,16,11,7.61
MANJEERA,01-Mar-13,5,12,7,5.03
MANJEERA,01-Mar-14,10,6,5,3.83
MANJEERA,01-Mar-15,25,4,3,2.61
MANJEERA,01-Mar-16,15,-9,-9,-0.99
MANJEERA,01-Mar-17,17,-5,-8,-5.31
MANJEERA,01-Mar-18,23,-1,-3,1.46
MANJEERA,01-Mar-19,34,-5,-6,-1.61
MANJEERA,01-Mar-20,47,-44,-45,-36.39
MANJEERA,01-Mar-21,56,-52,-51,-40.74
MANJEERA,01-Mar-22,53,-42,-42,-33.91
MANORG,01-Mar-20,5,63,48,55.98
MANORG,01-Mar-21,1,114,85,98.99
MANORG,01-Mar-22,4,73,54,62.75
MANPASAND,01-Mar-20,2,-189,-190,-16.64
MANUGRAPH,01-Mar-11,5,24,19,6.24
MANUGRAPH,01-Mar-12,4,-11,-27,-8.74
MANUGRAPH,01-Mar-13,3,17,11,3.61
MANUGRAPH,01-Mar-14,3,-12,-8,-2.64
MANUGRAPH,01-Mar-15,3,-10,-10,-3.26
MANUGRAPH,01-Mar-16,3,6,6,2.1
MANUGRAPH,01-Mar-17,1,-34,-35,-11.63
MANUGRAPH,01-Mar-18,1,-12,-14,-4.69
MANUGRAPH,01-Mar-19,2,-17,-16,-5.37
MANUGRAPH,01-Mar-20,2,-34,-35,-11.61
MANUGRAPH,01-Mar-21,3,-28,-29,-9.44
MANUGRAPH,01-Mar-22,2,-14,-14,-4.59
MANYAVAR,01-Mar-18,6,226,148,11.82
MANYAVAR,01-Mar-19,4,280,182,14.55
MANYAVAR,01-Mar-20,26,312,237,18.9
MANYAVAR,01-Mar-21,26,182,133,10.72
MANYAVAR,01-Mar-22,28,423,315,12.98
MAPMYINDIA,01-Mar-19,3,42,34,87.59
MAPMYINDIA,01-Mar-20,3,32,23,60.53
MAPMYINDIA,01-Mar-21,3,79,60,156.07
MAPMYINDIA,01-Mar-22,2,117,87,16.34
MARATHON,01-Mar-16,0,105,83,14.65
MARATHON,01-Mar-17,0,106,84,14.79
MARATHON,01-Mar-18,5,39,39,8.42
MARATHON,01-Mar-19,21,30,32,6.84
MARATHON,01-Mar-20,41,26,25,5.23
MARATHON,01-Mar-21,44,32,16,3.3
MARATHON,01-Mar-22,75,35,39,8.37
MARG,01-Mar-11,72,68,18,4.66
MARG,01-Mar-12,100,72,1,0.28
MARG,01-Mar-13,267,-179,-157,-41.19
MARG,01-Mar-14,378,-544,-575,-150.97
MARG,01-Mar-15,442,-476,-480,-125.86
MARG,01-Mar-16,411,-393,-392,-102.96
MARG,01-Mar-17,295,-256,-262,-68.86
MARG,01-Mar-18,29,-64,-65,-16.73
MARG,01-Mar-19,2,-30,-32,-6.01
MARG,01-Mar-20,1,-28,-28,-5.31
MARG,01-Mar-21,1,-13,-13,-2.38
MARG,01-Mar-22,1,-571,-571,-84.03
MARICO,01-Mar-11,41,376,291,2.33
MARICO,01-Mar-12,42,400,322,2.58
MARICO,01-Mar-13,58,552,406,3.07
MARICO,01-Mar-14,34,695,504,3.76
MARICO,01-Mar-15,23,822,585,4.45
MARICO,01-Mar-16,21,1029,723,5.51
MARICO,01-Mar-17,17,1149,811,6.19
MARICO,01-Mar-18,16,1117,827,6.31
MARICO,01-Mar-19,40,1257,1131,8.63
MARICO,01-Mar-20,50,1374,1043,7.91
MARICO,01-Mar-21,34,1523,1199,9.08
