Symbol,Report Date,Interest,Profit before tax,Net Profit,EPS
MARICO,01-Mar-22,39,1601,1255,9.48
MARINE,01-Mar-14,3,17,14,1.56
MARINE,01-Mar-15,5,12,9,0.92
MARINE,01-Mar-16,3,14,9,1.07
MARINE,01-Mar-17,5,18,11,1.19
MARINE,01-Mar-18,7,23,16,1.75
MARINE,01-Mar-19,8,13,9,0.75
MARINE,01-Mar-20,11,8,6,0.46
MARINE,01-Mar-21,9,17,14,1.05
MARINE,01-Mar-22,7,19,13,1.06
MARKSANS,01-Mar-11,44,-215,-222,
MARKSANS,01-Mar-12,54,-175,-176,
MARKSANS,01-Mar-13,15,44,49,1.19
MARKSANS,01-Mar-14,19,86,74,1.87
MARKSANS,01-Mar-15,16,156,112,2.67
MARKSANS,01-Mar-16,10,107,83,1.92
MARKSANS,01-Mar-17,7,15,11,0.22
MARKSANS,01-Mar-18,10,50,36,0.8
MARKSANS,01-Mar-19,10,104,80,1.87
MARKSANS,01-Mar-20,9,157,121,2.95
MARKSANS,01-Mar-21,8,302,239,5.76
MARKSANS,01-Mar-22,8,248,187,4.51
MARUTI,01-Mar-11,29,3135,2382,82.46
MARUTI,01-Mar-12,62,2145,1681,58.19
MARUTI,01-Mar-13,198,3070,2470,81.74
MARUTI,01-Mar-14,184,3734,2854,94.44
MARUTI,01-Mar-15,218,4976,3809,126.04
MARUTI,01-Mar-16,82,7585,5497,181.98
MARUTI,01-Mar-17,89,10127,7511,248.61
MARUTI,01-Mar-18,346,11167,7881,260.86
MARUTI,01-Mar-19,76,10624,7651,253.21
MARUTI,01-Mar-20,134,7103,5678,187.9
MARUTI,01-Mar-21,102,5321,4389,145.3
MARUTI,01-Mar-22,127,4697,3880,128.43
MASTEK,01-Jun-11,1,-56,-56,-20.77
MASTEK,01-Jun-12,1,5,0,0.19
MASTEK,01-Mar-13,0,44,34,13.93
MASTEK,01-Mar-14,1,68,52,23.37
MASTEK,01-Mar-15,1,22,18,7.86
MASTEK,01-Mar-16,0,16,14,5.97
MASTEK,01-Mar-17,4,39,32,13.86
MASTEK,01-Mar-18,6,96,70,29.53
MASTEK,01-Mar-19,6,133,101,42.33
MASTEK,01-Mar-20,4,144,114,44.82
MASTEK,01-Mar-21,8,339,252,82.97
MASTEK,01-Mar-22,8,448,333,98.32
MATRIMONY,01-Mar-11,1,-2,-2,-38.84
MATRIMONY,01-Mar-12,-2,-4,-4,-2.81
MATRIMONY,01-Mar-13,1,10,10,7.73
MATRIMONY,01-Mar-14,1,-9,-9,-6.8
MATRIMONY,01-Mar-15,2,-3,-3,-1.19
MATRIMONY,01-Mar-16,3,-75,-75,-50.8
MATRIMONY,01-Mar-17,6,43,43,20.22
MATRIMONY,01-Mar-18,2,86,74,32.52
MATRIMONY,01-Mar-19,5,58,42,18.68
MATRIMONY,01-Mar-20,5,39,30,12.97
MATRIMONY,01-Mar-21,5,54,41,17.83
MATRIMONY,01-Mar-22,5,72,54,23.4
MAWANASUG,01-Sep-09,71,-56,-57,-18.58
MAWANASUG,01-Mar-11,113,-62,-63,-17.95
MAWANASUG,01-Sep-12,124,-206,-204,-58.35
MAWANASUG,01-Sep-13,91,-168,-170,-43.15
MAWANASUG,01-Dec-14,77,-181,-181,-46.37
MAWANASUG,01-Mar-16,77,1,1,0.2
MAWANASUG,01-Mar-17,51,443,359,91.78
MAWANASUG,01-Mar-18,38,7,10,2.49
MAWANASUG,01-Mar-19,24,69,40,10.32
MAWANASUG,01-Mar-20,27,-13,-83,-21.19
MAWANASUG,01-Mar-21,35,105,73,18.73
MAWANASUG,01-Mar-22,26,38,26,6.69
MAXHEALTH,01-Mar-17,100,5,16,0.29
MAXHEALTH,01-Mar-18,99,-15,-25,-0.47
MAXHEALTH,01-Mar-19,101,8,0,-0.06
MAXHEALTH,01-Mar-20,83,13,59,1.1
MAXHEALTH,01-Mar-21,179,-69,-138,-1.42
MAXHEALTH,01-Mar-22,101,739,605,6.24
MAYURUNIQ,01-Mar-16,3,117,77,16.68
MAYURUNIQ,01-Mar-17,1,120,82,17.81
MAYURUNIQ,01-Mar-18,1,145,97,21.38
MAYURUNIQ,01-Mar-19,1,132,90,19.76
MAYURUNIQ,01-Mar-20,2,104,80,17.6
MAYURUNIQ,01-Mar-21,4,120,90,20.13
MAYURUNIQ,01-Mar-22,2,123,94,21.17
MAZDOCK,01-Mar-15,8,746,516,
MAZDOCK,01-Mar-16,16,922,596,
MAZDOCK,01-Mar-17,17,839,585,
MAZDOCK,01-Mar-18,20,650,496,
MAZDOCK,01-Mar-19,36,778,532,
MAZDOCK,01-Mar-20,13,727,471,23.33
MAZDOCK,01-Mar-21,11,604,514,25.48
MAZDOCK,01-Mar-22,15,749,611,30.29
MBECL,01-Mar-11,56,107,67,20.38
MBECL,01-Mar-12,116,85,66,21.11
MBECL,01-Mar-13,162,-3,-21,-7.03
MBECL,01-Mar-14,231,-74,-75,-24.25
MBECL,01-Mar-15,284,-78,-81,-18.3
MBECL,01-Mar-16,385,-375,-377,-72.15
MBECL,01-Mar-17,489,-572,-51,-10.62
MBECL,01-Mar-18,589,-617,-470,-29.17
MBECL,01-Mar-19,447,-802,-791,-45.51
MBECL,01-Mar-20,118,-388,-387,-18.26
MBECL,01-Mar-21,64,-44,-44,-2.11
MBECL,01-Mar-22,63,-121,-121,-5.32
MBLINFRA,01-Mar-11,37,92,62,17.64
MBLINFRA,01-Mar-12,56,106,72,20.71
MBLINFRA,01-Mar-13,60,76,57,16.19
MBLINFRA,01-Mar-14,80,103,77,22
MBLINFRA,01-Mar-15,107,119,82,19.66
MBLINFRA,01-Mar-16,138,112,87,20.95
MBLINFRA,01-Mar-17,159,-126,-64,-15.48
MBLINFRA,01-Mar-18,252,12,19,5.47
MBLINFRA,01-Mar-19,19,-306,-264,-25.19
MBLINFRA,01-Mar-20,67,212,265,25.32
MBLINFRA,01-Mar-21,162,-25,63,6.05
MBLINFRA,01-Mar-22,116,-55,0,0.01
MCDOWELL-N,01-Mar-11,456,834,567,8.71
MCDOWELL-N,01-Mar-12,876,335,187,2.87
MCDOWELL-N,01-Mar-13,985,73,-105,-1.55
MCDOWELL-N,01-Mar-14,1323,-4213,-4489,-61.78
MCDOWELL-N,01-Mar-15,687,-1635,-1687,-23.23
MCDOWELL-N,01-Mar-16,457,366,143,1.9
MCDOWELL-N,01-Mar-17,375,163,93,1.38
MCDOWELL-N,01-Mar-18,278,912,652,8.72
MCDOWELL-N,01-Mar-19,237,1012,684,9.64
MCDOWELL-N,01-Mar-20,212,1160,621,9.07
MCDOWELL-N,01-Mar-21,188,540,362,5.28
MCDOWELL-N,01-Mar-22,88,1087,811,11.4
MCLEODRUSS,01-Mar-11,42,313,246,22.52
MCLEODRUSS,01-Mar-12,57,328,291,26.3
MCLEODRUSS,01-Mar-13,51,325,280,25.03
MCLEODRUSS,01-Mar-14,60,297,261,23.49
MCLEODRUSS,01-Mar-15,72,25,33,2.85
MCLEODRUSS,01-Mar-16,109,49,35,2.56
MCLEODRUSS,01-Mar-17,136,55,64,5.35
MCLEODRUSS,01-Mar-18,180,252,219,19
MCLEODRUSS,01-Mar-19,338,61,39,3.05
MCLEODRUSS,01-Mar-20,227,-189,-148,-14.15
MCLEODRUSS,01-Mar-21,205,-80,-52,-5.02
MCLEODRUSS,01-Mar-22,165,-162,-181,-17.32
MEDICAMEQ,01-Mar-19,1,18,12,10.28
MEDICAMEQ,01-Mar-20,1,18,13,10.88
MEDICAMEQ,01-Mar-21,2,16,12,9.93
MEDICAMEQ,01-Mar-22,2,18,15,12.2
MEDPLUS,01-Mar-15,14,14,7,419.34
MEDPLUS,01-Mar-16,17,19,9,508.71
MEDPLUS,01-Mar-17,19,48,29,1620.57
MEDPLUS,01-Mar-18,28,26,42,2080.06
MEDPLUS,01-Mar-19,50,23,12,585.46
MEDPLUS,01-Mar-20,47,29,2,107.02
MEDPLUS,01-Mar-21,55,95,63,1393.11
MEDPLUS,01-Mar-22,66,118,95,8.03
MEGASOFT,01-Dec-10,15.15,21.44,21.71,2.94
MEGASOFT,01-Dec-11,9.78,18.1,17.49,2.37
MEGASOFT,01-Dec-12,10.58,1.63,1.17,0.16
MEGASOFT,01-Dec-13,11.19,2.92,2.68,0.36
MEGASOFT,01-Mar-15,12.03,0.24,0.74,0.1
MEGASOFT,01-Mar-16,7.87,1.78,1.3,0.18
MEGASOFT,01-Mar-17,5.94,2.2,2.72,0.37
MEGASOFT,01-Mar-18,5.2,1.09,1.69,0.23
MEGASOFT,01-Mar-19,6.15,0.7,0.33,0.04
MEGASOFT,01-Mar-20,6.83,0.67,0.71,0.1
MEGASOFT,01-Mar-21,5.49,1.85,1.85,0.25
MEGASOFT,01-Mar-22,2.94,5.25,4.62,0.63
MEGASTAR,01-Mar-19,3,3,2,2.45
MEGASTAR,01-Mar-20,3,5,3,3.41
MEGASTAR,01-Mar-21,2,6,4,4.14
MEGASTAR,01-Mar-22,3,7,5,5.45
MEGH,01-Mar-09,26,48,37,1.46
MEGH,01-Mar-10,42,48,40,2.03
MEGH,01-Mar-11,54,34,30,1.49
MEGH,01-Mar-12,74,23,4,0.14
MEGH,01-Mar-13,64,58,28,0.68
MEGH,01-Mar-14,68,54,35,0.9
MEGH,01-Mar-15,75,60,46,1.73
MEGH,01-Mar-16,63,146,111,3.24
MEGH,01-Mar-17,51,156,116,3.45
MEGH,01-Mar-18,40,326,238,6.74
MEGH,01-Mar-19,56,409,295,9.88
MEGH,01-Mar-20,43,359,289,9.44
MELSTAR,01-Mar-06,0.79,-8.35,-8.53,-5.97
MELSTAR,01-Mar-07,0.45,-7.56,-7.25,-5.08
MELSTAR,01-Mar-08,0.38,-2.24,-0.87,-0.61
MELSTAR,01-Mar-09,0.37,-0.41,-1.93,-1.35
MELSTAR,01-Mar-10,0.5,2.64,2.94,2.06
MELSTAR,01-Mar-11,0.52,2.86,2.86,2
MELSTAR,01-Mar-12,0.46,1.86,1.49,1.04
MELSTAR,01-Mar-13,0.81,-1.39,-1.31,-0.92
MELSTAR,01-Mar-14,0.92,-2.36,-2.43,-1.7
MELSTAR,01-Mar-15,1.37,-1.66,-1.66,-1.16
MELSTAR,01-Mar-16,1.58,-0.34,-0.38,-0.27
MEP,01-Mar-11,130,-77,-82,-67.78
MEP,01-Mar-12,377,-66,-53,-4.77
MEP,01-Mar-13,376,-88,-93,-9.29
MEP,01-Mar-14,380,-156,-128,-12.92
MEP,01-Mar-15,404,-107,-115,-10.34
MEP,01-Mar-16,642,-52,-37,-2.25
MEP,01-Mar-17,493,172,109,6.7
MEP,01-Mar-18,470,109,71,4.37
MEP,01-Mar-19,464,95,56,3.07
MEP,01-Mar-20,414,-43,-86,-4.21
MEP,01-Mar-21,343,-51,-77,-4.18
MEP,01-Mar-22,289,-172,-225,-12.02
MERCATOR,01-Mar-11,237.91,99.39,133.01,3.84
MERCATOR,01-Mar-12,212.95,52.37,30.14,0.84
MERCATOR,01-Mar-13,245.04,-479.29,-492.48,-15.19
MERCATOR,01-Mar-14,205.14,10.1,-14.9,1.31
MERCATOR,01-Mar-15,225.3,-690.32,-706.9,-18.36
MERCATOR,01-Mar-16,273.42,-1081.7,-1091.89,-44.59
MERCATOR,01-Mar-17,232.42,50.01,28.8,0.91
MERCATOR,01-Mar-18,144.09,-217.3,-277.54,-9.76
MERCATOR,01-Mar-19,153.7,-846.61,-879.09,-30.04
MERCATOR,01-Mar-20,260.75,-901.41,-912.46,-30.62
MERCATOR,01-Mar-21,292.49,-304.1,-319.68,-10.98
MERCATOR,01-Mar-22,13.27,-20.67,-19.54,-0.65
METROBRAND,01-Mar-14,1,113,75,50.63
METROBRAND,01-Mar-15,1,125,82,55.83
METROBRAND,01-Mar-16,1,133,87,57.67
METROBRAND,01-Mar-17,0,144,95,61.8
METROBRAND,01-Mar-18,0,215,142,94.39
METROBRAND,01-Mar-19,34,228,153,11.13
METROBRAND,01-Mar-20,40,218,161,11.8
METROBRAND,01-Mar-21,45,85,65,2.57
METROBRAND,01-Mar-22,50,283,214,7.79
METROPOLIS,01-Mar-14,3,95,63,57.34
METROPOLIS,01-Mar-15,2,101,68,61.82
METROPOLIS,01-Mar-16,2,128,82,80.47
METROPOLIS,01-Mar-17,2,160,107,106.52
METROPOLIS,01-Mar-18,4,164,112,109.23
METROPOLIS,01-Mar-19,4,187,124,23.94
METROPOLIS,01-Mar-20,13,169,128,25.15
METROPOLIS,01-Mar-21,12,244,183,35.82
METROPOLIS,01-Mar-22,25,293,215,41.85
MFL,01-Mar-21,29,161,101,24.48
MFL,01-Mar-22,44,383,253,60.84
MGEL,01-Mar-19,3,3,2,1.34
MGEL,01-Mar-20,8,3,2,0.26
MGEL,01-Mar-21,8,6,5,0.46
MGEL,01-Mar-22,11,4,4,0.33
MHLXMIRU,01-Mar-17,2,5,3,3.41
MHLXMIRU,01-Mar-18,2,6,4,3.32
MHLXMIRU,01-Mar-19,2,6,5,3.72
MHLXMIRU,01-Mar-20,3,6,5,3.45
MHLXMIRU,01-Mar-21,3,8,6,4.56
MHLXMIRU,01-Mar-22,4,10,7,6.86
MHRIL,01-Mar-11,3,147,100,5.29
MHRIL,01-Mar-12,6,143,102,5.37
MHRIL,01-Mar-13,2,143,91,4.77
MHRIL,01-Mar-14,8,134,87,4.36
MHRIL,01-Mar-15,11,107,81,4.07
MHRIL,01-Mar-16,25,146,90,4.34
MHRIL,01-Mar-17,32,224,146,7.44
MHRIL,01-Mar-18,86,217,133,6.61
MHRIL,01-Mar-19,40,98,60,3.02
MHRIL,01-Mar-20,85,101,-134,-6.59
MHRIL,01-Mar-21,91,2,-14,-0.65
MHRIL,01-Mar-22,105,111,68,3.37
MIC,01-Jun-11,17.05,40.11,33.92,3.31
MIC,01-Sep-12,26.64,-65.02,-63.45,-6.19
MIC,01-Jun-13,12.68,-7.24,-14.65,-1.43
MIC,01-Mar-14,9.28,-63.4,-45.06,-4.4
MIC,01-Mar-15,6.51,0.02,1.8,0.15
MIC,01-Mar-16,0.47,-156.86,-110.89,-6.67
MIC,01-Mar-17,28.52,-32,-34.9,-1.58
MIC,01-Mar-18,24.42,-131.51,-191.36,-8.69
MIC,01-Mar-19,0.49,-27.49,-27.49,-1.25
MIC,01-Mar-20,0.33,-23.95,-23.95,-1.09
MIC,01-Mar-21,0.09,-5.41,-5.42,-0.25
MIC,01-Mar-22,2.05,3.03,2.96,0.13
MICEL,01-Jun-11,17.05,40.11,33.92,3.31
MICEL,01-Sep-12,26.64,-65.02,-63.45,-6.19
MICEL,01-Jun-13,12.68,-7.24,-14.65,-1.43
MICEL,01-Mar-14,9.28,-63.4,-45.06,-4.4
MICEL,01-Mar-15,6.51,0.02,1.8,0.15
MICEL,01-Mar-16,0.47,-156.86,-110.89,-6.67
MICEL,01-Mar-17,28.52,-32,-34.9,-1.58
MICEL,01-Mar-18,24.42,-131.51,-191.36,-8.69
MICEL,01-Mar-19,0.49,-27.49,-27.49,-1.25
MICEL,01-Mar-20,0.33,-23.95,-23.95,-1.09
MICEL,01-Mar-21,0.09,-5.41,-5.42,-0.25
MICEL,01-Mar-22,2.05,3.03,2.96,0.13
MICROTECH,01-Mar-08,2,62,54,25.29
MICROTECH,01-Mar-09,3,83,72,32.69
MICROTECH,01-Mar-10,9,112,90,
MICROTECH,01-Mar-11,18,104,78,27.83
MICROTECH,01-Mar-12,31,164,133,
MICROTECH,01-Sep-13,88,-110,-99,-28.91
MIDHANI,01-Mar-19,7,191,131,6.97
MIDHANI,01-Mar-20,7,200,158,8.44
MIDHANI,01-Mar-21,13,226,166,8.88
MIDHANI,01-Mar-22,23,239,177,9.43
MINDACORP,01-Mar-11,26,45,35,1.8
MINDACORP,01-Mar-12,27,65,52,2.48
MINDACORP,01-Mar-13,42,22,5,0.29
MINDACORP,01-Mar-14,28,96,79,3.79
MINDACORP,01-Mar-15,39,111,88,4.28
MINDACORP,01-Mar-16,37,147,110,5.12
MINDACORP,01-Mar-17,30,131,102,4.88
MINDACORP,01-Mar-18,40,191,143,6.82
MINDACORP,01-Mar-19,51,236,169,7.45
MINDACORP,01-Mar-20,41,-160,-200,-8.79
MINDACORP,01-Mar-21,39,80,53,2.21
MINDACORP,01-Mar-22,32,208,192,8.03
MINDAIND,01-Mar-11,17,48,36,0.88
MINDAIND,01-Mar-12,20,25,28,0.58
MINDAIND,01-Mar-13,19,39,28,0.57
MINDAIND,01-Mar-14,24,13,6,0.15
MINDAIND,01-Mar-15,25,79,68,1.38
MINDAIND,01-Mar-16,26,139,123,2.25
MINDAIND,01-Mar-17,40,212,185,3.34
MINDAIND,01-Mar-18,35,405,331,5.73
MINDAIND,01-Mar-19,63,455,339,5.25
MINDAIND,01-Mar-20,94,244,188,2.85
MINDAIND,01-Mar-21,74,325,248,3.8
MINDAIND,01-Mar-22,62,494,413,6.23
MINDTECK,01-Mar-11,0,11,9,3.69
MINDTECK,01-Mar-12,0,-3,-5,-2.03
MINDTECK,01-Mar-13,0,3,1,0.43
MINDTECK,01-Mar-14,0,29,19,7.45
MINDTECK,01-Mar-15,0,28,19,7.66
MINDTECK,01-Mar-16,0,21,26,10.3
MINDTECK,01-Mar-17,0,11,9,3.66
MINDTECK,01-Mar-18,1,0,-6,-2.21
MINDTECK,01-Mar-19,1,4,3,1.07
MINDTECK,01-Mar-20,2,-64,-65,-25.29
MINDTECK,01-Mar-21,2,16,11,4.24
MINDTECK,01-Mar-22,1,38,33,12.95
MINDTREE,01-Mar-11,0,130,102,6.33
MINDTREE,01-Mar-12,0,262,218,13.49
MINDTREE,01-Mar-13,1,424,339,20.34
MINDTREE,01-Mar-14,0,578,451,27.03
MINDTREE,01-Mar-15,0,691,536,32.04
MINDTREE,01-Mar-16,16,723,552,32.93
MINDTREE,01-Mar-17,19,555,419,24.92
MINDTREE,01-Mar-18,17,742,570,34.78
MINDTREE,01-Mar-19,3,987,754,45.93
MINDTREE,01-Mar-20,53,829,631,38.33
MINDTREE,01-Mar-21,50,1498,1110,67.43
MINDTREE,01-Mar-22,50,2211,1653,100.3
MIRCELECTR,01-Mar-06,18,45,27,
MIRCELECTR,01-Mar-07,21,52,36,
MIRCELECTR,01-Mar-08,24,42,36,
MIRCELECTR,01-Mar-09,29,9,8,
MIRCELECTR,01-Mar-10,18,25,20,1.02
MIRCELECTR,01-Mar-11,20,37,29,1.48
MIRCELECTR,01-Mar-12,36,-41,-39,-1.97
MIRCELECTR,01-Mar-13,39,-49,-31,-1.59
MIRCELECTR,01-Mar-14,38,-62,-62,-3.17
MIRCELECTR,01-Mar-15,34,-2,-5,-0.23
MIRCELECTR,01-Mar-16,30,-23,-19,-0.99
MIRZAINT,01-Mar-06,7,19,12,1.27
MIRZAINT,01-Mar-07,14,28,18,1.89
MIRZAINT,01-Mar-08,15,6,3,0.35
MIRZAINT,01-Mar-17,26,107,72,5.96
MIRZAINT,01-Mar-18,25,118,78,6.52
MIRZAINT,01-Mar-19,34,76,49,4.06
MIRZAINT,01-Mar-20,46,64,48,3.97
MIRZAINT,01-Mar-21,41,12,8,0.69
MIRZAINT,01-Mar-22,27,154,113,9.38
MITCON,01-Mar-17,0.06,5.53,2.93,2.42
MITCON,01-Mar-18,0.77,3.58,-0.15,-0.12
MITCON,01-Mar-19,0.4,2.04,0.11,0.09
MITCON,01-Mar-20,8.14,2.81,1.92,1.43
MITCON,01-Mar-21,8.33,-2.38,-1.49,-1.51
MITCON,01-Mar-22,8.29,3.79,1.49,0.79
MMFL,01-Mar-06,3,16,12,4.89
MMFL,01-Mar-07,4,19,14,5.75
MMFL,01-Mar-08,4,20,14,5.96
MMFL,01-Mar-09,9,14,10,4.22
MMFL,01-Mar-10,6,12,10,4.32
MMFL,01-Mar-18,13,74,61,25.15
MMFL,01-Mar-19,32,93,66,27.13
MMFL,01-Mar-20,38,53,42,17.36
MMFL,01-Mar-21,32,52,46,19.08
MMFL,01-Mar-22,28,129,91,37.7
MMP,01-Mar-15,6,6,4,3.12
MMP,01-Mar-16,7,12,9,7.16
MMP,01-Mar-17,4,20,17,13.88
MMP,01-Mar-18,4,24,19,10.18
MMP,01-Mar-19,3,30,23,8.9
MMP,01-Mar-20,2,24,19,7.31
MMP,01-Mar-21,2,22,17,6.87
MMP,01-Mar-22,4,37,29,11.41
MMTC,01-Mar-11,399,184,26,0.17
MMTC,01-Mar-12,593,49,57,0.38
MMTC,01-Mar-13,253,-116,-111,-0.74
MMTC,01-Mar-14,87,67,-18,-0.12
MMTC,01-Mar-15,40,105,-42,-0.28
MMTC,01-Mar-16,31,-94,-97,-0.64
MMTC,01-Mar-17,23,-6,-30,-0.2
MMTC,01-Mar-18,18,48,38,0.25
MMTC,01-Mar-19,68,146,109,0.72
MMTC,01-Mar-20,144,-291,-292,-1.94
MMTC,01-Mar-21,203,-1112,-789,-5.26
MMTC,01-Mar-22,225,101,-262,-1.75
MMWL,01-Mar-08,0,-2,-2,
MMWL,01-Mar-12,0,-3,-3,
MMWL,01-Mar-13,4,-34,-34,-0.34
MMWL,01-Mar-14,4,-48,-48,-0.42
MMWL,01-Mar-15,3,-34,-34,-0.3
MMWL,01-Mar-16,4,-25,-25,-0.22
MMWL,01-Mar-17,6,10,10,0.09
MMWL,01-Mar-18,5,-35,-35,-0.31
MMWL,01-Mar-19,4,100,101,0.89
MMWL,01-Mar-20,2,12,8,0.07
MMWL,01-Mar-21,2,12,4,0.02
MMWL,01-Mar-22,4,4,2,0.01
MODIRUBBER,01-Mar-10,19,-21,-21,-8.49
MODIRUBBER,01-Sep-11,2,38,55,21.84
MODIRUBBER,01-Mar-13,0,31,29,11.5
MODIRUBBER,01-Mar-14,0,6,5,1.8
MODIRUBBER,01-Mar-15,0,27,16,6.35
MODIRUBBER,01-Mar-16,0,23,16,6.4
MODIRUBBER,01-Mar-17,0,23,24,9.76
MODIRUBBER,01-Mar-18,1,37,15,6.13
MODIRUBBER,01-Mar-19,1,13,9,3.62
MODIRUBBER,01-Mar-20,1,1,-2,-0.93
MODIRUBBER,01-Mar-21,1,4,5,1.85
MODIRUBBER,01-Mar-22,1,28,26,10.24
MODISNME,01-Mar-15,4,7,5,1.42
MODISNME,01-Mar-16,4,17,11,3.35
MODISNME,01-Mar-17,3,22,14,4.39
MODISNME,01-Mar-18,2,24,16,5.05
MODISNME,01-Mar-20,2,19,15,4.66
MODISNME,01-Mar-21,2,30,22,6.92
MODISNME,01-Mar-22,2,20,15,4.51
MOHITIND,01-Mar-16,7,3,2,1.53
MOHITIND,01-Mar-17,7,2,2,1.37
MOHITIND,01-Mar-18,8,1,0,0.31
MOHITIND,01-Mar-19,9,1,1,0.49
MOHITIND,01-Mar-20,7,0,0,-0.04
MOHITIND,01-Mar-21,6,1,1,0.49
MOHITIND,01-Mar-22,5,0,0,0.08
MOIL,01-Mar-15,0,650,428,12.73
MOIL,01-Mar-16,0,270,173,5.14
MOIL,01-Mar-17,3,463,307,11.54
MOIL,01-Mar-18,0,643,417,16.2
MOIL,01-Mar-19,0,724,478,18.57
MOIL,01-Mar-20,0,340,248,10.46
MOL,01-Mar-20,18,194,150,29914
MOL,01-Mar-21,11,252,186,37296
MOL,01-Mar-22,9,409,304,11.97
MOLDTECH,01-Mar-11,2,3,3,1.4
MOLDTECH,01-Mar-12,2,2,1,0.43
MOLDTECH,01-Mar-13,1,2,1,0.5
MOLDTECH,01-Mar-14,1,3,2,0.89
MOLDTECH,01-Mar-15,1,7,5,2.23
MOLDTECH,01-Mar-16,1,8,6,2.17
MOLDTECH,01-Mar-17,1,9,6,2.28
MOLDTECH,01-Mar-18,1,7,6,2.01
MOLDTECH,01-Mar-19,1,17,12,4.28
MOLDTECH,01-Mar-20,1,14,11,3.85
MOLDTECH,01-Mar-21,1,14,10,3.57
MOLDTECH,01-Mar-22,0,18,13,4.71
MOLDTKPAC,01-Mar-16,1,37,24,8.55
MOLDTKPAC,01-Mar-17,2,38,24,8.57
MOLDTKPAC,01-Mar-18,5,45,28,9.87
MOLDTKPAC,01-Mar-19,8,48,32,11.32
MOLDTKPAC,01-Mar-20,10,48,37,13.23
MOLDTKPAC,01-Mar-21,10,64,48,17.27
MOLDTKPAC,01-Mar-22,9,87,64,20.37
MONNETISPA,01-Mar-11,37,359,278,42.98
MONNETISPA,01-Mar-12,103,357,263,40.6
MONNETISPA,01-Mar-13,135,315,223,34.86
MONNETISPA,01-Mar-14,253,70,37,5.63
MONNETISPA,01-Mar-15,683,-1063,-869,-130.18
MONNETISPA,01-Mar-16,1083,-1918,-1917,-94.99
MONNETISPA,01-Mar-17,1141,-2127,-2132,-106.07
MONNETISPA,01-Mar-18,1195,-1759,-1759,-87.58
MONNETISPA,01-Mar-19,448,-3552,-3552,-75.65
MONNETISPA,01-Mar-20,255,-492,-492,-10.48
MONNETISPA,01-Mar-21,276,210,210,4.48
MONNETISPA,01-Mar-22,271,1,1,0.03
MONTECARLO,01-Mar-21,14,88,66,31.98
MONTECARLO,01-Mar-22,16,152,114,54.96
MORARJEE,01-Mar-11,29,5,4,
MORARJEE,01-Mar-12,29,-1,-1,
MORARJEE,01-Mar-13,27,24,24,6.59
MORARJEE,01-Mar-14,25,34,28,7.77
MORARJEE,01-Mar-15,19,33,21,5.74
MORARJEE,01-Mar-16,23,24,16,4.54
MORARJEE,01-Mar-17,40,10,12,3.31
MORARJEE,01-Mar-18,51,1,0,0.14
MORARJEE,01-Mar-19,54,-34,-25,-6.76
MORARJEE,01-Mar-20,57,-37,-26,-7.29
MORARJEE,01-Mar-21,55,-74,-62,-16.99
MORARJEE,01-Mar-22,72,-88,-88,-24.28
MORARJETEX,01-Mar-11,29,5,4,
MORARJETEX,01-Mar-12,29,-1,-1,
MORARJETEX,01-Mar-13,27,24,24,6.59
MORARJETEX,01-Mar-14,25,34,28,7.77
MORARJETEX,01-Mar-15,19,33,21,5.74
MORARJETEX,01-Mar-16,23,24,16,4.54
MORARJETEX,01-Mar-17,40,10,12,3.31
MORARJETEX,01-Mar-18,51,1,0,0.14
MORARJETEX,01-Mar-19,54,-34,-25,-6.76
MORARJETEX,01-Mar-20,57,-37,-26,-7.29
MORARJETEX,01-Mar-21,55,-74,-62,-16.99
MORARJETEX,01-Mar-22,72,-88,-88,-24.28
MOREPENLAB,01-Mar-11,6,-48,-47,-1.04
MOREPENLAB,01-Mar-12,8,-24,-24,-0.53
MOREPENLAB,01-Mar-13,12,-21,-21,-0.46
MOREPENLAB,01-Mar-14,10,-3,-3,-0.06
MOREPENLAB,01-Mar-15,9,2,2,0.05
MOREPENLAB,01-Mar-16,10,13,13,0.28
MOREPENLAB,01-Mar-17,8,24,24,0.53
MOREPENLAB,01-Mar-18,4,30,30,0.66
MOREPENLAB,01-Mar-19,2,29,29,0.64
MOREPENLAB,01-Mar-20,2,39,34,0.75
MOREPENLAB,01-Mar-21,2,99,97,2.16
MOREPENLAB,01-Mar-22,-7,127,102,2.13
MOSERBAER,01-Mar-06,94,-7,-6,
MOSERBAER,01-Mar-07,126,88,78,4.71
MOSERBAER,01-Mar-08,207,-196,-204,-12.02
MOSERBAER,01-Mar-09,273,-371,-364,-21.61
MOSERBAER,01-Mar-10,280,-401,-394,-23.41
MOSERBAER,01-Mar-11,334,-849,-849,-50.43
MOSERBAER,01-Mar-12,362,-769,-769,-45.67
MOSERBAER,01-Mar-13,408,-916,-916,-54.44
MOSERBAER,01-Dec-13,327,-696,-696,-35.08
MOSERBAER,01-Dec-14,427,-939,-940,-45.1
MOSERBAER,01-Mar-16,579,-975,-975,-43.97
MOSERBAER,01-Mar-17,468,-1061,-1061,-47.86
MOTHERSON,01-Mar-11,58,631,443,0.89
MOTHERSON,01-Mar-12,165,412,196,0.59
MOTHERSON,01-Mar-13,250,834,452,1
MOTHERSON,01-Mar-14,294,1596,1097,1.71
